codbarras;descrip
7592803000330;DIFENAC 50 MG COMP X 20 DOLLDER
7592803000316;DIFENAC FORTE 100 MG COMP X 10 DOLLDER
7598252001027;DIFURAZ NITROFURAZONA N 0.2%,30G CREMA DISTRI
7592946168515;DIGESAN CAPSULA X 90 ARCO IRIS
7591585119193;DIGLET 2000 UI X 30 COMP LETI
8904180212739;DIGOXINA 0,5MG/2ML  X 5 AMP JMW (CARDIGOX)
8908007037376;DIGOXINA 0.25MG X 10 TAB GEAGAR
720524031051;DIGOXINA BP 0.25MG X 30 TAB LATTAN
7592349001020;DIHIDROLIP 10MG COMP. RECUB X 10 VARGAS
7592349001037;DIHIDROLIP 20MG COMP. RECUB X 10 VARGAS
7598252000709;DIISFLOR 5 BILLONES 1,3G X15 SOBRES DISTRILAB
7591585219299;DIKLASON 1.16% GEL X 50G GENVEN
7591585218254;DIKLASON 1.8%MG/MLSUSP PED X120ML LETI
7591585217523;DIKLASON AP 100MG X 20 COMP LETI
7592803000408;DILOTEX 10 MG COMP X 10 DOLLDER
7591585212573;DIMAVYL MET 2MG-500MG X30CR LETI
18906047594931;DIMENHIDRINATO 50 MG X 100 TABLETAS JMW
7598252000228;DIMETIN 200MG X 20 TABS DISTRILAB
7598252000587;DINAMONT 1,25MG+4MG GRANULADO DISTRILAB
7598252000594;DINAMONT DESLORAT 5MG + MONTELU 10MG X20 TAB
8906089281199;DINITRATO DE ISOSORBIDA 10 MG X 100 TAB JMW
8904180212876;DIOSMIN-HESPERID(DIESPER)450MG/50MG X10TB JMW
8904306502393;DIOSMINA - PRIDISMIN 600MG X 100 TAB PRISM
7598981002524;DIOSMINA 600 X 30 TAB JMW
7598252000150;DIOSMINA 600MG TAB X 30 DISTRILAB
7591519051193;DIOSMINA 600MG X 14 TAB CALOX
7591519001211;DIOSMINA 600MG X 28 TAB CALOX
7598981002531;DIOSMINA+HEPERIDINA 450MG/50MG X 30 TAB
7598578000476;DIOSMINA+HESPERIDINA 450MG/50MG X 10 DAC 55
7591309900793;DIOXOGEN 460ML  PONCE Y BENZO
7591309000080;DIOXOGEN DESODORANTE ALOE VERA X 90GRS
7591309000219;DIOXOGEN DESODORANTE BICARBONATO X 90GR
7591309000042;DIOXOGEN DESODORANTE ORIGINAL X 90GRS
7591519317589;DIPLOZ 1 MG X 30 TAB MCK
7598252000495;DIPROXIN SUSP 250MG/5ML X 60ML DISTRILAB
7598252001034;DISBAC TRIO 10MG DISTRILAB
7598252000679;DISBIOTIC BACILLUS CLAUSII 1G X15 SOBRES DIST
7598252001089;DISBROXOL FORTE AMBROX + LORAT 30MG+5MG X 30T
7598252001119;DISBUFEN KIDS IBUPROFE 100MG/5ML 120ML DISTRI
7598252000693;DISBUFEN MAXX IBUPROFENO 600MG X20CAP DISTRIL
7598252000068;DISCAPINA 10MG + 250MG X 20 TAB  DISTRILAB
7598252000457;DISCAPINA 5MG/20ML SOLUCION ORAL DISTRILAB
7598252000396;DISCETAM LEVETIRACETAM SUSP 100MG X 150ML
17598252101830;DISCOLAYTE 69,57 GRS X 10 SOBRES DISTRILAB
7598252000754;DISCRALFAT SUCRALF SUSP 1GR/5ML 150ML DISTRIL
7598252000747;DISCRALFAT SUCRALFATO 1GR X 20 TAB DISTRILAB
7598252000983;DISFARCAINA LIDOCAINA 5%UNGUENT 40G DISTRILAB
7598252000761;DISFARIN WARFARINA SOD 5MG X 30 TAB DISTRILAB
7598252000501;DISFENAC 1.8MG/ 120 ML SUSP DISTRILAB
7598252000686;DISFENAC DICLOFENAC POT AMP 75MG/3ML X5 AMP
7598252000525;DISLEPTAL SUSP 300MG/5ML X 100ML DISTRILAB
7598252001102;DISMEXINA BROME. CLORHI. 8MG/5MLX120ML DISTRI
7598252001096;DISMEXINA KIDS BROMEXINA 4MG/5MLX120ML DISTRI
7598252000617;DISOMEZ GRANULADO 10MG  DISTRILAB
7598252001171;DISTAFEN KIDS ACETAMINOFEN 120MG/5 ML DISTRIL
7598252001201;DISTAMIN B COMPLEJO B+ MULTIVITAMI. DISTRILAB
7598252001133;DISTAMIN C VITAMINA C 200MG/5 ML DISTRILAB
7598252001140;DISTAMIN FOLIC 10MG/ML DISTRILAB
7591519051971;DISULPEC 25 MG X 20 TAB CALOX
7598252000877;DISVENAL ANTIVARICOSO 500MG X 30 CAP DISTRILA
7598252000464;DISZEPIN SUSP 100MG/5MG X 100 ML DISTRILAB
7598252000167;DISZONIDE 500MG TAB  X 10 DISTRILAB
7598252001355;DITOSXIL INFANT CARBOXIME GOTAS 50MG/ML
7598252000471;DITOSXIL, CARBOXI. SUSP 100MG/5ML X 120ML
7591020001113;DIVAL 50 MG X 20 (Diclofenac Sódico)
7591020080965;DIVAL FORTE 100 MG X 20 TAB VALMOR
7598252010203;DIXAPARIN 60MG/0.6ML X 2 JER PRELLENADA
7598252000884;DIXINATO RELAX 125MG X10TAB DISTRILAB
7598252001041;DIXTORFAN DEXTROM. BROMHI.15MG/5M 120ML DISTR
7598252000174;DIZONIDE SUSP 100MG/5ML x 60 ML DISTRILAB
7598252000198;DLORACE ACETAM 500MG + CLORFEN 4MG X 20 TAB
7591196000583;DOBET 5 ML SOL OFTALMICA OFTALMI
7591585114327;DOBRACID LP 300MG X 30 CR LETI
7592601100331;DOCE PLEX ELIXIR X 120ML MEYER
7591519000474;DOL 450-40-1MG X 10 TABLETAS CALOX
7591519001587;DOL 450-40-1MG X 20 TABLETAS CALOX
7591519005974;DOL DISPENSADOR X 20 BLISTER CALOX
7591519003574;DOL KIDS 160 X 20 TAB TUTTI FRUTTI CALOX
7591519005134;DOL PLUS 650-50-1mg  X 10 TAB CALOX
7591519005141;DOL PLUS 650-50-1mg X 20 TAB CALOX
7591519006599;DOL PLUS DISPENSADOR X 20 BLISTER  CALOX
7592803001320;DOLAK 10 MG COMP SUBLINGUAL X 10 DOLLDER
7592803001368;DOLAK 10 MG COMP X 20 DOLLDER
7592803002419;DOLAK 30 MG COMP SUBLINGUAL X 4 DOLLDER
7591619002750;DOLCAN 50MG X 10 COMP REC MEGALAB
7591519237016;DOLGRIP D X 10 TAB REC CALOX
7703712014244;DOLICOX FORTE MAX X 12 TAB QUALITYMED
7703712010895;DOLICOX GRIP NOCHE PANELA LIMÓN QUALITYMED
7703712014343;DOLICOX GRIP X 12 CAP QUALITYMED
7596139000323;DOLMAX POMADA ALCANFORADA 50GR SOMA
7592803004079;DOLNIX 75 MG X 20 DOLLDER
7750215029299;DOLODRAN (DICL POT+PARACETAMOL) X 20 TAB PO
7750215000656;DOLODRAN (DICL POT+PARACETAMOL) X100 TAB PO
8904278581549;DOMPERIDONA 10MG X 100 TAB  FAHD
7591519007428;DOMPERIDONA 10MG X 15 TAB CALOX
7598176000212;DOMPERIDONA 10MG X 30 TAB ANGELUS
7592803002112;DOMPESIN 10 MG X 30 COMP DOLLDER
7592803002426;DOMPESIN SUSP 1MG/ML X 120ML DOLLDER
7591619518671;DORIXINA FLEX X 10 COMP KLINOS
8904180213033;DORZOLAMI-TIMOLOL) 2%/0.5%  (TIDORZOL) JMW
7591821903944;DOTRON 1,8mg/ml SUSP PED x 120ML FARMA
7591821903968;DOTRON 50MG CAPSULAS x 20 FARMA
7594000850176;DOVILIN JBE X 120ML BIOQUIMICA
7598677000032;DOXICICLINA 100MG X 10 CAPSULAS CLEOPHARMA
7598252001225;DOXICLAV  250MG+62,5MG/5ML X 60ML DISTRILAB
7598252000266;DOXICLAV 1GR X 14 TAB DISTRILAB
7591585110459;DOXIUM 500 MG X 20  CAPS. LETI
7592803002532;DROPIL 100 MG X 40 TAB DOLLDER
7592803002549;DROPIL 200 MG X 40 TAB DOLLDER
7592803002525;DROPIL 25 MG X 40 TAB DOLLDER
7401078900057;DROSPERA  28 COMP.
7598981000742;DULOXETINA 30MG X 7 TAB
7591196002204;DUOVENT SOLUCION PARA INHALAR 15 ML OFTALMI
7591818219324;DUROCOF 20 MG X 2 TAB. COFASA
7591020008440;DUROVAL  50MG X 10 TAB REC VALMOR
7591020003230;DUROVAL  50MG X 2 TAB REC  VALMOR
7591020005012;DUROVAL 50MG X 1 TAB REC VALMOR
7591020006330;DUROVAL TAB 100MG X 1 VALMOR
7591020009386;DUROVAL TAB 100MG X 2 TAB VALMOR
7591020005029;DUROVAL TAB 50MG X 3 VALMOR
7591651932299;DUVADILAN 10mg COMPRIMIDOS x 30 ZUOZ
7591651001711;DUVADILAN 10MG/2ML X 3 AMPOLLAS ZUOZ
7598252000969;DYNAZOL 40GR DISTRILAB
7730969302879;EDAGAN 200MG X 30 COM ROEMMERS
75971267;EFAZTAS 1GR AMP IV/IM ALESS PHARMACEUTICAL
7591243814347;EKIKAL ALIMENTO LIQUIDO SUSP 120ML  BIOTECH
7597467000856;ELECTRODO ADULTO PLUSMEDIC  SOBRE X 50
7597467000863;ELECTRODO PEDIATRICO SOBRE X 50 PLUSMEDIC
7591616001930;EMULSION ACEITE DE HIGADO DE BACALAO 180 CC
7592454141109;ENALAPRIL 10 MG  X 20 TABLETAS   LA SANTE
7591585378514;ENALAPRIL 10 MG X 30 TAB LETI
7594001101208;ENALAPRIL 10 MG X 30 TAB PLUSANDEX
7591585278531;ENALAPRIL 20 MG X 10 COM  GENVEN
7591519051643;ENALAPRIL 20 MG X 30 TAB CALOX
7591585378538;ENALAPRIL 20 MG X 30 TAB GENVEN
7592454889711;ENALAPRIL 20MG X 30 TABLETAS LA SANTÉ
612197944441;ENTEREX HEPATIC VAINILLA X 110G MEGALABS
612197500005;ENTEREX PROTEINEX x 275G MEGALABS
612197211604;ENTEREX TOTAL CHOCOLATE LIQUIDO 237ML MEGALAB
612197125208;ENTEREX TOTAL POLVO FRUTILLA 400G MEGALBAS
612197125000;ENTEREX TOTAL POLVO VAINILLA 400G MEGALABS
612197211161;ENTEREX TOTAL VAINILLA LIQUIDO 237 ML MEGALAB
3582910009900;ENTEROGERMINA 2BUFC/5ML SUSP ORAL SANOFI
7591020081078;EPITRAL 100MG X 30 TAB VALMOR
7591020081092;EPITRAL 50MG X 30 TAB VALMOR
7592430000505;EPIVITAL CAP X 15 JERICO
7592601100805;EQUALIV TABS X 30 MEYER
723592772857;EQUIPO PERICRANEAL 21FR CAJA X 100 BRIUTCARE
723592772918;EQUIPO PERICRANEAL 23FR CAJA X 100 BRIUTCARE
7591243815801;ERILON 0.01% CREMA X 15 GR  BIOTECH
7591243815757;ERILON 0.05% CREMA X 15 GR  BIOTECH
7593212000010;ERVOSTAL X 30 COMP RECUBIERTOS INTERFARMACEUT
720524031198;ESCITALOPRAM 10 MG X 14 TAB REC LATTAN
7591519317534;ESCITALOPRAM 10 MG X 28 TAB REC CALOX
7591619520582;ESCITALOPRAM 1MG/ML SOL ORAL X 120ML ROWE
7591519317541;ESCITALOPRAM 20 MG X 14 TAB REC CALOX
7597758000824;ESOFLUX  40MG PVO INY AMP X 1 AMP ALESS
8904306502218;ESOMEPRAZOL - ESONIUM 40MG X 100 TAB PRISM
7592454890076;ESOMEPRAZOL 20 MG X 14 TAB LA SANTE
7592454890090;ESOMEPRAZOL 40 MG X 14 TAB LA SANTE
7598981002548;ESOMEPRAZOL 40MG X 30 TAB
7598813000445;ESOMEPRAZOL 40MG X 7 CAP MM
7592454889308;ESOZ 20 MG CAP X 28 PHARMETIQUE
7592454891264;ESOZ 20MG X 7 CAPS  PHARMETIQUE
7592454889292;ESOZ 40 mg CAP x 14 PHARMETIQUE
7592454889315;ESOZ 40 mg CAP X 28 PHARMETIQUE
7591955558300;ESPARFLIN 5MG X 10 COMP ROWE
7591955558294;ESPARFLIN JARABE X 50ML ROWE
7592601301127;ESPIRONOLACTONA 100MG X 10 TAB MEYER
8904177406578;ESPIRONOLACTONA 100MG X 100 TABLETAS JMW
7592601300984;ESPIRONOLACTONA 25MG TAB X 20 MEYER
7598813000308;ESPIRONOLACTONA 25MG X 10 TAB MM
723592772994;ESPONJA DE LAPARATOMIA ESTERIL (COMPRESA) BRI
7591020080538;ESQUIDONE 1 MG X 30 TAB REC VALMOR
7591020080590;ESQUIDONE 2 MG X 30 TAB VALMOR
7591020080521;ESQUIDONE 3 MG X 30 TAB REC VALMOR
7592946064244;ESTIN X 240ML (ESTIMUL INMUNOLOG) ARCO IRIS
8904250515456;ESTRASYN 0.01% CREMA X 30GR
787790469452;ETERNAL GEL ARNICA 8OZ ALIVIA INFLAMACION
8904180212968;ETORICOXIB  (BICOXIT) 60MG X 10 TABLE JMW
8904180212951;ETORICOXIB (BICOXIT) 90MG X 10 TABLE JMW
7591519317275;ETORICOXIB 60MG X 10 TAB CALOX
7598176000465;ETORICOXIB 90MG X 10 TAB ANGELUS
7591519317268;ETORICOXIB 90MG X 10 TAB CALOX
7598981001152;ETORICOXIB 90MG X 7 TAB
720524031020;ETORICOXIB 90MG X 7 TAB LATTAN M
7591651001452;ETOROCZIA 60MG TAB RECUBIERTAS ZUOZ
7591519317817;ETOXIA 90MG X 10 TAB CALOX
7592946150633;EUCAMIEL JBE 120ML ARCO IRIS
7591619000497;EUKENE 20 MG X 30 COMP REC ROWE
7591619000732;EUKENE HCT  20 mg-25 mg X 30 Comp Rec. KLINOS
7591619000503;EUKENE HCT 20MG/12,5MG X 30 COMP MEGALAB
7591619000527;EUKENE HCT 40 MG - 25 MG X 30 COMP REC. KLINO
7591818113028;EUSILEN 4MG / 2ML SOL INY X 1 COFASA
7591818222164;EUSILEN 4MG X 15 TABLETAS COFASA
7591818113066;EUSILEN 4MG/2ML SOL INY X 2 AMP COFASA
7591818000274;EUSILEN DUAL 600MG/4MG X 10 TAB COFASA
7591818116005;EUSILEN TABLETAS X 8  COFASA
7501298234809;EUTIROX 25 MG X 50 TAB MERCK
7501298234908;EUTIROX 50 MG X 50 TAB MERCK
733739017505;EVENING PRIMROSE 500mg 100SGELS NOW
7707355050553;EXANIA (CLOBETAZOL) 0.05% EMULSION 60ML MEYER
7593862000040;EXFOLIANTE FACIL TODO TIPO DE CUTIS BASTT
7593090001840;EXOVIS DUO 400MG/57MG/5ML  X 50ML FC PHARMA
7593090001253;EXOVIS DUO 875MG/125MG X14 TAB
7592454003544;EZETIMIBA-SIMVASTATINA10-20MG X 30TAB LA SANT
7598176001172;EZETIX (ETORICOXIB) 120MG X 10 TABLETAS ANGEL
7598176000458;EZETIX (ETORICOXIB) 60MG X 10 TAB ANGELUS
8904306503277;FAMOTIDINA 40 MG (ULCIFAM) X 10 TAB PRISM
7594001100492;FAMULCER 40MG X 10 TAB PLUSANDEX
7591619520377;FARBICIL CREMA 1% X 15 G MEDIHEALTH
7591619520384;FARBICIL LOCION 1% X 30ML MEDIHEALTH
7591619001128;FARINIL 200MG COMP REC X 30 MEGALABS
7591821102101;FARMA D 1000 UI TAB REC x 30 FARMA
7591821901292;FARMACAINA 5% POMADA X 35 G FARMA
7592803001290;FAZOL 500 MG SUSP FCO 15ML DOLLDER
7591619519081;FEBRATIC SUSP X 120ML  ROEMMERS
7592616204017;FEBRILIX 120MG/5ML SOL ORAL KIMICEG
7592616203010;FEBRILIX 500MG X 20 TAB  KIMICEG
7592616576046;FEBRILIX GRIP 500MG-2MLX 10 TAB KIMICEG
7591619519210;FEBRIP 650MG X 14 COMP (ACETAMINOFEN) KLINOS
7591619000640;FEBRIP 650MG X 7 COMP (ACETAMINOFEN) KLINOS
7591619000787;FEBRIP SOLUCIÓN 180MG/5ML X 60ML  KLINOS
7591243817607;FEM DUCHA VAGINAL FCO 135 ML C/CA7NULA BIOTEC
7591585212214;FEMADONNA 40MG X 20 COMP REC LETI
7592307001444;FEMIVITAL CAP X 30 JERICO
7592349723762;FEMIZOL 750MG/ 200MG X 7 OVU VARGAS
7591821801004;FEMMEXULTRA 200/30mg TAB X 10 FARMA
7598252000624;FENOBARBITAL 100 MG CAJA X 30 TAB  DISTRILAB
7707346470162;FENTRADOL 120X10 TAB (FEXOFENADINA) MEGALABS
7594000850206;FERCOR   TAB X 30 BIOQUIMICA
7591955001257;FERGANIC 40 MG CAP X 24 ROWE
7591955002421;FERGANIC 40 MG X 14 CAPS ROWE
7591955003077;FERGANIC FOLIC GOTAS PED  X 30 ML ROWE
7591955002803;FERGANIC FOLIC JBE X 120 ML ROWE
7591955002797;FERGANIC FOLIC MAST X 20 COMP ROWE
7591955003053;FERGANIC FOLIC MAST X 30 COMP ROWE
7591955001271;FERGANIC GOTAS PED  X 15 ML ROWE
7591955001264;FERGANIC JBE X 120 ML ROWE
7795345121062;FERRINEX 100MG/5ML X 1 AMP ROWE
7592601200147;FERROCE JBE X 120ML MEYER
7592601200161;FERROCE TAB X 30  MEYER
7591519317572;FESTAL DISP X  25 BLISTER CALOX
7591519317428;FESTAL X 10 GRAGEAS  CALOX
7591519317435;FESTAL X 20 GRAGEAS  CALOX
7591519000573;FESTAL X 50 GRAGEAS  CALOX
7591519007688;FEXOFENADINA 120mg x 10 TAB REC CALOX
8906069872492;FINASTERIDA 5MG x 10 TAB KMPLUS
8904306503284;FINASTERIDE 5MG (GROWPECIA) X 30 TAB PRISM
7591519317794;FINASTERIDE 5MG x 10 TAB CALOX
7598176000274;FINASTERIDE 5MG x 30 TAB ANGELUS
7591519050820;FINASTERIDE 5MG x 30 TAB CALOX
7591196002198;FISIOLIN SOL NASAL X 15ML OFTALMI
7591196001726;FISIOLIN SOL NEBULIZADOR 260 DOSIS OFTALMI
7591821904293;FITEX 20mg TAB REC X 1 FARMA
7591821904309;FITEX 20mg TAB REC X 2 FARMA
7591821904323;FITEX 5MG TAB REC X 10 FARMA
7598252000808;FITOMENADI. VITAMINA K 10MG/ML X 3 AMP DSITRI
736372230218;FITOMENADIONA VIT K1 10MG/1ML IM/IVX 10 GLOBA
7592806131031;FLAVOL 300 MG X 20 TAB RONAVA
7598813000483;FLAVOXATO 200 MG X 10 TAB MM
759981002692;FLAVOXATO 200 MG X 20 TAB VITALPHARMA
7591519009330;FLAVOXATO 200mg x 10TAB. CALOX
7591585270184;FLAVOXATO 200MG X 10TAB. LETI
7598578000421;FLAVOXATO 200mg x 20TAB. DAC 55
7598176000281;FLAVOXATO 200mg x 30TAB ANGELUS
7591619000916;FLEMIBAR 10 MG/250 MG X10 COMP MEGALABS
7591619031903;FLEMIBAR 20MG-2500MG/5ML  SOL. INY X 3 ROWE
7591619000541;FLEMIBAR SOLUCION X 20 ML ROWE
7591243817829;FLENOX JBE ADULTO X 120ML BIOTECH
7591243817782;FLENOX JBE PED X 120ML BIOTECH
7592349722536;FLESPAN 10mg COMP. REC. x 20 VARGAS
7798032934426;FLEXIPLEN B12 X 15 COMP REC. COFASA
7591241817968;FLEXURAT TAB X 30 BIOTECH
7594001564423;FLIXOCARE 50MCG X 120 MD INHAL GENIA CARE
7591955000502;FLODONT ENJUAGUE BUCAL X180 ML KLINOS
7591955000496;FLODONT UNGUENTO BUCAL X 15 G KLINOS
7599028000664;FLOR DE JAMAICA 10 G LYA
7591955002162;FLUCON 150 MG X 2 CAP ROWE
7591955558331;FLUCON 200 MG X 4 CAP ROEMMERS
8908017782631;FLUCONAZO 200MG/100ML X 1 AMP (FLUCANZIT) JMW
8904306503604;FLUCONAZOL 150 MG (ODCAN) X 2 TAB PRISM
7703712032620;FLUCONAZOL 200 MG CÁP QUALITYMED
7750215432976;FLUCONAZOL CAP 150 MG X 100 PORTUGAL
7591519001594;FLUCONAZOL CAP 150 MG X 2 CALOX
7591020007214;FLUCONAZOL CAP 150 MG X 2 GENCER
7591585274106;FLUCONAZOL CAP 150MG X 2 LETI
7591243818345;FLUOXETINA 20 MG CAPSULAS EST 14 CAPS BIOTECH
7703712031661;FLUOXETINA 20 MG TAB QUALITYMED
7501384504892;FLUOXETINA 20 MG X 14 TAB PSICOFARMA
7598176000151;FLUOXETINA 20 MG X 30 TAB ANGELUS
7730698013442;FLUTIXAIR 125-25MCG/DOSISX120ML AERO INH
7730698013459;FLUTIXAIR 250-25MCG/DOSISX120ML AERO INH
7730698013435;FLUTIXAIR 50-25MCG/DOSISX120ML AERO INH KLINO
7591585111166;FLUVIRIN JBE X 120ML GENVEN
7592806133639;FOLIFER B-12 X 30 TAB RONAVA
7591585519849;FOMENE 2,5 MG X 28 COMP LETI
8908010870267;FORMOTER./BUDESO. INH 6MCG-200MCG X 200 DOSIS
7592946000051;FORTSAN CAP X 90 (ENERGIZANTE) ARCO IRIS
7592349723595;FOSFOLIT 21,6-8,1G/45 ML SOL ORAL X 45ML G.C
7592946012719;FRAILEJON COMPUESTO JBE. 120ML ARCO IRIS
7596139000040;FRAILEJON JARABE NATURAL 120ML SOMA
7592228500019;FRICSOL ROLL ON GEL 90 GR FARMA
7591061640012;FRIENDS JABON LÍQUIDO INTIMO 240 CC PHARSANA
7591353701391;FRIENDS PD MANZANILLA (12X40) PHARSANA
7591353701490;FRIENDS PD REGULAR  S/P (12X40) PHARSANA
7591353701858;FRIENDS TS MALLA REGULAR (12X14) PHARSANA
7591353701711;FRIENDS TS NOCTURNA SIN ALAS (12x10) PHARSANA
7591353701872;FRIENDS TS TELA REGULAR (12X14) PHARSANA
7591519002683;FRUTACID 500MG X 60 TAB MAST. SABORES SURT. C
7591585117182;FULBARYL 160MCG-4.5MCG  X 60 CAP LETI
7591585113139;FULGRAM 600MG-42,9/5ML PPS X 60ML LETI
7591585213198;FULGRAM 875MG/125MG X 16 COMP REC GENVEN
7592803002310;FUNGOSIN 100 MG CAP X 14 DOLLDER
7592803002327;FUNGOSIN 100 MG CAP X 28 DOLLDER
7592803000521;FUNGOSIN 100 MG X 6 CAP  DOLLDER
7592601300953;FUROSEMIDA 20 MG X 12 TAB MEYER
6942189211300;FUROSEMIDA 40MG X 10 TAB KMPLUS
7592601301059;FUROSEMIDA TABS 40 MG X 24 MEYER
8904330300224;GABAPENTINA 300MG X 100 TABLETAS JMW
756029628243;GABAPENTINA 300MG X 14 TAB LATTAN
7598176000076;GABAPENTINA 300MG X 30 TAB ANGELUS
7592806133172;GABOX 200 MG X 20 COMP RONAVA
7591585110800;GALBY 35MCG-2MG X 21 COMP REC LETI
7591196006325;GAMPRESS SOL OFTALMICA 3 ML OFTALMI
7591196000255;GARABET SOL OFTALMICA 5ML OFTALMI
7591519317565;GARDENAL 100 mg x 30 CPR MCK
733739017901;GARLIC OIL X 100 TAB NOW
7595492000056;GASA CLINICA 120 CM X UNIDAD EBEN
7595492000070;GASA CLINICA ECONOMICA 1,20 CM X UNIDAD EBEN
7595492000087;GASA CLINICA ECONOMICA 2,40 CM X UNIDAD EBEN
7597467000450;GASA ESTERIL 3X3 SOBRE X2 CAJA X 50 SOBRES PL
7802600305072;GASA ESTERIL 3X3 X 25 SOBRES X 2 UNID. ITN
7597467000436;GASA ESTERIL 4X4 SOBRE X2UND CAJA X 50 PLUSME
7802600305089;GASA ESTERIL 4X4 X 25 SOBRES X 2 UNID. ITN
7595492000049;GASA PRACTICA 60 CM X UNIDAD EBEN
7595492000063;GASA SUPER CLINICA 2,40 CM X UNIDAD EBEN
7703712014541;GASTROFULL DOBLE ACCIÓN STICK PACK X 10ML QUA
7591616001978;GEL ANTIBACTERIAL 1000ML C/VALVULA BIOFARCO
7596211000128;GEL DE LIMPIEZA INTIMA 250 ML ZOAH
7596211000210;GEL DUCHA SYNDET 400 ML ZOAH
7596211001064;GEL EXFOLIANTE FACIAL PROFUNDO ZOAH
7596211001149;GEL LIMPIADOR FACIAL ZOAH
7591808526210;GEL LIMPIADOR PIEL SENSIBLE 223ML VITA
7502214986062;GEL LUBRICANTE FRESA X 100ML PRUDENCE
7502214986055;GEL LUBRICANTE MENTA X 100ML PRUDENCE
7502214986031;GEL LUBRICANTE NATURAL X 100ML PRUDENCE
7598981001039;GEMFIBROZILO 600 MG X 20 TAB
7750215002698;GEMFIBROZILO 600MG X 100 TABS PORTUGAL
7591585111722;GENESA 20 3MG-20MCG X 28 CR LETI
7591585116598;GENESA 3MG-30MCG X 21 CR
7598176000793;GENFLAX (BACILLUS CLAUSII) 5ML X 10 AMP ANGEL
7591585210180;GENLET 200MG X 10 CR LETI
7591585110183;GENLET 200MG X 20 CR LETI
6921875010915;GENTAMICINA AMP 80MG/2ML X 10 KMPLUS
6921875011417;GENTAMICINA AMP IM/IV 160MG/2ML X 10 KMPLUS
7598252101390;GENTAMICINA OFT 0.3%/10ML DISTRILAB
7591196002136;GENTAMICINA SOL OFTALMICA 5ML OFTALMI
6942189304293;GENTAMICINA UNG  OFT 0.3% X 5G KMPLUS
8904250520665;GESTASYN 100 PROGESTERONA 100 MG X 10 TAB TIA
8904250520771;GESTASYN 200 PROGESTERONA 200 MG X 10 TAB TIA
7591243820355;GINACOL 0.1% SOL USO VAG FCO.135ML  BIOTECH
7596654000020;GINESAL SOLUCION VAGINAL X 130ML AVPHARMA
7592946005988;GINKGO BILOBA 300MG X 60 CAPS ARCO IRIS
733739103062;GINKGO BILOBA 60MG X 60 CAP NOW
7597134002152;GINKGO BILOBA X 70 CAP LA ABEJITA
7592946006022;GINSENG 300MG X 60 CAP  ARCO IRIS
7795368001679;GLAUCOTENSIL T SOL.OFT. X 5 ML MEGALABS
7592349923872;GLICERINA 1,68G SUPOS. PEDIAT. X 6 G.C
7592349923957;GLICERINA 2,88G SUPOS. ADULTO. X 6 G.C
7599028000077;GLICERINA 30 CC LYA
7596139000125;GLICERINA 30ML SOMA
7591616000667;GLICERINA USP 30ML BIOFARCO
7591955002469;GLIDAN 80MG X 20 TAB ROEMMERS
7707355053936;GLIFORMIN TAB 850 MG X 30 MEYER
7598176000113;GLIMEPIRIDA 2 MG X 30 TAB  ANGELUS
18906047595617;GLIMEPIRIDE 2 MG X 100  TABLETAS   JMW
7703763165117;GLIMEPIRIDE 2MG X 30 TAB LA SANTE
7703763165063;GLIMEPIRIDE 4 MG  X 16  TABLETAS  LA SANTE
18906047595624;GLIMEPIRIDE 4 MG X 100 TABLETAS   JMW
8904210707457;GLIMEPIRIDE 4MG X 30 TAB BIOMERCY
7703763165025;GLIMERID 4 MG TAB X 30 PHARMETIQUE
7591651001476;GLIPTIN-M 50MG/500MG X 10 COMP
7591651001469;GLUCOFRED 80MG X 10 TAB ZUOZ
7591651001674;GLUCOFRED 80MG X 30 TAB ZUOZ
883489000781;GLUCOMETRO GENERAL ELECTRIC GE100
7594000850428;GLUCONATO FERROS 50MG/15ML PED 120 BIOQUIMICA
7891721029097;GLUCOPHAGE XR 750 MG X 30 COMP MERCK
7592946169758;GLUCOSAMINA 500MG X 60 CAP ARCO IRIS
787790468653;GLUCOSAMINA SUPLEMENT X 90 CAP ETERNAL
7703763968718;GLUCOSAMINA+CONDROITINA 1500/1200MG LA SANTE
7597134001025;GLUCOSAMINA+CONDROITINA X 70 CAP ABEJITA
733739032782;GLUCOSAMINE & MSM NOW 60 VEG CAPS NOW
787790474753;GLUCOSAMINE CHONDROITIN X 90 CAP PHARMACORP
7592806136029;GLUCOZIM 500 MG X 20 TAB RONAVA
75928061360673;GLUCOZIM 500 MG X 30 TAB RONAVA
7703763200627;GLUSTAR 20 MG TAB REC  X 14 PHARMETIQUE
685239846959;GLUTAMINA 500MG 30 CAPS NATURISTIK
685239846942;GLUTAMINA 500MG 60 CAPS NATURISTIK
612197711104;GLUTAPAK - 10  15 GR MEGALABS
7591519000443;GLUTAPTIN MET 500/50 MG X 30 TAB CALOX
7592601101079;GLYMAR  2 MG X 20 TAB MEYER
7592601101086;GLYMAR  4 MG X 20 TAB MEYER
7592806134070;GRATIO TAB 500MG X 10 RONAVA
7592806134094;GRATIO TAB 750MG X 10 TAB REC RONAVA
7591955002452;GRAUSIN JBE X 120ML KLINOS
7594000851548;GUAIFENESINA 100MG / 5ML SOL. ORAL BUIQUIMICA
859865005640;GUANTES DE NITRILO TALLA S NEGRO CJ X 100 ENS
