codigo;codbarras;descrip;exisMerida;exisCaracas;exisOriente;marca;Precio;Oferta;Grupo;Vence;Principio;Escala;DescXEscala;Bonifica;CantBonifica
20000073;7591519001020;NEBINOX 5MG X 30 TAB CALOX;35;36;0;MCK;310.99;310.99;MEDICAMENTOS;2025-04-25;NEBIVOLOL;0.00;0.00;0.000;0.000
08489;7591619000961;NEFROTAL 100MG X 10 COMP ROEMMERS;25;0;20;ROEMMERS;79.98;79.98;MEDICAMENTOS;2026-06-25;LOSARTAN POTASICO ;0.00;0.00;0.000;0.000
08488;7591955558256;NEFROTAL 100MG X 14 COMP ROEMMERS;270;0;0;ROEMMERS;116.10;116.10;MEDICAMENTOS;2026-11-25;LOSARTAN POTASICO ;0.00;0.00;0.000;0.000
23217;7591619001180;NEFROTAL 50MG X 30 COMP ROWE;396;227;245;ROWE;161.25;161.25;MEDICAMENTOS;2027-01-25;LOSARTAN POTASICO ;0.00;0.00;0.000;0.000
01296;7591619520834;NEFROTAL AMLO 50MG - 5MG X 30 COMP ROEMMERS;172;94;38;ROEMMERS;348.30;348.30;MEDICAMENTOS;2026-01-25;LOSARTAN+AMLODIPINA;0.00;0.00;0.000;0.000
01510;7591955558249;NEFROTAL COM 50 MG X 14 ROEMMERS;640;567;91;ROEMMERS;83.85;83.85;MEDICAMENTOS;2026-08-25;LOSARTAN POTASICO ;0.00;0.00;0.000;0.000
31656;7591955558263;NEFROTAL H 100MG/25MG X 30 ROWE;204;37;0;ROEMMERS;341.85;341.85;MEDICAMENTOS;2026-09-25;LOSARTAN POTASICO - HCT ;0.00;0.00;0.000;0.000
31646;7591955558270;NEFROTAL HCT 50 MG/12.5MG  X 14 ROEMMERS;169;395;113;ROEMMERS;126.42;126.42;MEDICAMENTOS;2025-05-25;LOSARTAN POTASICO - HCT ;0.00;0.00;0.000;0.000
7730698;7591955558287;NEFROTAL H 100 MG/12,5 MG X 30 ROWE;0;0;9;ROWE;264.45;264.45;MEDICAMENTOS;NULL;LOSARTAN POTASICO - HCT ;0.00;0.00;0.000;0.000
773098;7730969306860;NEFROTAL H 100 MG/25 MG X 30 ROWE;0;0;44;ROWE;341.85;341.85;MEDICAMENTOS;NULL;LOSARTAN POTASICO - HCT ;0.00;0.00;0.000;0.000
96577-1;7591616002166;NEMAZOL 10ML (ALBENDAZOL) BIOFARCO;0;84;298;BIOFARCO;64.49;64.49;MEDICAMENTOS;NULL;ALBENDAZOL ;0.00;0.00;0.000;0.000
85512;7592803001221;NEMODINE 40 MG X 20 COMP. DOLLDER;0;0;17;DOLLDER;189.63;189.63;MEDICAMENTOS;NULL;NIMODIPINA;0.00;0.00;0.000;0.000
815132;7592803001313;NEMODINE 90 MG X 10 COMP. DOLLDER;100;40;71;DOLLDER;291.54;291.54;MEDICAMENTOS;2026-10-25;NIMODIPINA;0.00;0.00;0.000;0.000
130046-1;7591619000329;NEOSTIGMINA 0.5MG/ML X 3 AMP ROEMMERS;73;125;12;ROEMMERS;258.00;258.00;INYECTABLES;2028-05-25;NEOSTIGMINA METILSULFATO ;0.00;0.00;0.000;0.000
14497;7592946064251;NERSAN X 240ML (EQ. NERVIOSO) ARCO IRIS;6;1;0;ARCO IRIS;180.83;180.83;PATENTADOS NATURALES;2025-09-25;PASSIFLORA INCARNATA;0.00;0.00;0.000;0.000
01204;7592946168287;NERSAN X 90 CAP (EQ. NERVIOSO) ARCO IRIS;12;15;34;ARCO IRIS;277.46;277.46;PATENTADOS NATURALES;2025-09-25;PASSIFLORA INCARNATA;0.00;0.00;0.000;0.000
12410122;7591016204825;NESTUM PREBIO 1 FE TRIGO MIEL 225G X 1 NESTLE;0;2;0;NESTLE;118.09;118.09;ALIMENTOS;NULL;;0.00;0.00;0.000;0.000
13146;7591020081122;NEULEVAL 500MG X 10 TAB VALMOR;66;179;414;VALMOR;247.56;247.56;MEDICAMENTOS;2026-01-25;LEVOFLOXACINA;0.00;0.00;0.000;0.000
13147;7591020080989;NEULEVAL 750MG X 5 TAB VALMOR;187;459;532;VALMOR;184.86;184.86;MEDICAMENTOS;2026-01-25;LEVOFLOXACINA;0.00;0.00;0.000;0.000
100530;7592432005300;NEURIBE CAP x 30 VIVAX;0;2;0;VIVAX;276.74;276.74;MEDICAMENTOS;NULL;COMPLEJO B;0.00;0.00;0.000;0.000
90360;7591821903609;NEURIXA 150MG  X 14 CAP  FARMA;91;51;17;FARMA;248.97;248.97;MEDICAMENTOS;2025-09-25;PREGABALINA;0.00;0.00;0.000;0.000
759389;7591585213389;NEUROMIX SOL INY IM 3ML X 1AMP LETI;0;1;0;LETI;56.98;56.98;INYECTABLES;NULL;CIANOCOBALAMINA -PIRIDOXINA -TIAMINA ();0.00;0.00;0.000;0.000
759382;7591585113382;NEUROMIX SOL INY IM 3ML X 3AMP LETI;392;366;292;LETI;163.44;163.44;INYECTABLES;2025-09-25;CIANOCOBALAMINA -PIRIDOXINA -TIAMINA ();0.00;0.00;0.000;0.000
759368;7591585113368;NEUROMIX X 10 COMP LETI;461;2;0;LETI;79.94;79.94;MEDICAMENTOS;2026-02-25;CIANOCOBALAMINA -PIRIDOXINA -TIAMINA ();0.00;0.00;0.000;0.000
759365;7591585213365;NEUROMIX X 30 CAPS LETI;0;0;127;LETI;201.88;201.88;MEDICAMENTOS;2025-10-25;CIANOCOBALAMINA -PIRIDOXINA -TIAMINA ();0.00;0.00;0.000;0.000
38749-1;7591616002043;NEUTROX 240ML SAB. MENTA (ANTIACIDO) BIOFARCO;67;39;20;BIOFARCO;245.10;245.10;MEDICAMENTOS;2024-08-25;BICARBONATO DE SODIO+ALGINATO DE SODIO;0.00;0.00;0.000;0.000
99209;7591196007254;NEVAC 0.1% SUSP OFT. 5 ML OFTALMI;376;286;176;OFTALMI;550.44;550.44;MEDICAMENTOS;2025-10-25;NEPAFENACO ;0.00;0.00;0.000;0.000
1064282;8904180212869;NIFEDIPINA (TENSIPINA) 30MG X 10 TAB  JMW;72;296;106;JMW;61.13;61.13;MEDICAMENTOS;2024-06-25;NIFEDIPINA ;0.00;0.00;1.000;1.000
210350;7598252101659;NIFEDIPINA 30MG X 30 TAB DISTRILAB;0;7;328;DISTRILAB;142.35;142.35;MEDICAMENTOS;NULL;NIFEDIPINA ;0.00;0.00;0.000;0.000
890171;8904306502171;NIMESULIDE - NID100 100MG X 100 TAB PRISM;5;0;15;PRISM;355.28;355.28;MEDICAMENTOS;2025-10-25;NIMESULIDE;0.00;0.00;0.000;0.000
759298;7598176000298;NIMODIPINA 30MG X 30 TAB ANGELUS;117;0;0;ANGELUS;220.02;220.02;MEDICAMENTOS;2026-07-25;NIMODIPINA;0.00;0.00;0.000;0.000
80295;7591821802957;NINAZO 0,1% SOL GOTAS NASALES ADUL 15ML FARMA;847;1876;3085;FARMA;88.57;88.57;MEDICAMENTOS;2025-08-25;NAFAZOLINA;0.00;0.00;0.000;0.000
280048;;NIOSILIN UNGÜENTO ANTISEPTICO MEDIVIGOR;0;0;0;NIOSILIN;93.85;93.85;MISCELANEOS;NULL;ACIDO BENZOICO+ACIDO SALICILICO+AZUFRE ;0.00;0.00;0.000;0.000
140723;7594003280048;NIOSILIN UNGÜENTO ANTISEPTICO VARGA;321;2244;476;NIOSILIN;176.08;176.08;MISCELANEOS;2025-10-25;ÁCIDO BENZOICO – ÁCIDO SALICÍLICO – AZUFRE - MENTOL;0.00;0.00;0.000;0.000
72245;7592349722451;NIPE 100mg-0,25mg/mL SOL ORAL GOT X15 ML VARG;248;110;109;VARGAS;108.37;108.37;MEDICAMENTOS;2025-07-25;ACETAMINOFEN-CLORFENIRAMINA;0.00;0.00;0.000;0.000
55186;7592349551860;NIPE JARABE POR 120mL VARGAS;1060;37;52;VARGAS;143.58;143.58;MEDICAMENTOS;2025-07-25;ACETAMINOFEN - CAFEINA - CLORFENIRAMINA;0.00;0.00;0.000;0.000
1388;7703712031388;NISTATINA 100,00 UI/ML SUSP QUALITYMED;0;0;14;COASPHARMA;157.04;157.04;MEDICAMENTOS;NULL;NISTATINA (100.000 UI);0.00;0.00;0.000;0.000
782982;8904306501020;NITROFURANTOINA - NITROFUR 100MGX100TAB PRISM;6;6;0;PRISM;453.65;453.65;MEDICAMENTOS;2026-07-25;NITROFURANTOINA ;0.00;0.00;0.000;0.000
25401001;7591519000924;NITROFURANTOÍNA 50 MG X 30 TABLETAS CALOX;40;53;72;CALOX;225.64;225.64;MEDICAMENTOS;2025-06-25;NITROFURANTOINA ;0.00;0.00;0.000;0.000
75915;;NITROFURANTOÍNA 50 MG X 30 TABLETAS CALOX;NULL;0;0;CALOX;201.56;201.56;MEDICAMENTOS;NULL;NITROFURANTOINA ;0.00;0.00;0.000;0.000
30271;7598578000735;NITROFURANTOINA 50MG X 30 TAB REC DAC 55;0;484;0;DAC 55;83.44;83.44;MEDICAMENTOS;NULL;NITROFURANTOINA (50 mg);0.00;0.00;0.000;0.000
700152;8902382730013;NIZOX 500mg X 6 TAB REC ZUOZ;150;45;36;ZUOZ;246.52;246.52;MEDICAMENTOS;2025-10-25;NITAZOXANIDA ;0.00;0.00;0.000;0.000
140495;7592454363754;NOGINOX VAG 1% CRE X 40GR /7 APLIC. PHARMETIQ;0;20;50;PHARMETIQUE;174.03;174.03;MEDICAMENTOS;NULL;ISOCONAZOL;0.00;0.00;0.000;0.000
01778;7592601303954;NONAFOL 10MG X 10 TAB MEYER;0;0;73;MEYER;13.84;13.84;MEDICAMENTOS;NULL;ACIDO FOLICO;0.00;0.00;0.000;0.000
221404;7592601303961;NONAFOL 10MG X 20 TAB MEYER;0;0;16;MEYER;26.54;26.54;MEDICAMENTOS;NULL;ACIDO FOLICO;0.00;0.00;0.000;0.000
01777;7592601303114;NONAFOL 10MG/ML SOL GOTAS X 15ML MEYER;662;499;219;MEYER;192.05;192.05;MEDICAMENTOS;2025-06-25;ACIDO FOLICO;0.00;0.00;0.000;0.000
214746;7592601303923;NONAFOL 5MG x 10 TAB MEYER;0;0;1;MEYER;12.69;12.69;MEDICAMENTOS;NULL;ACIDO FOLICO;0.00;0.00;0.000;0.000
2031071;7592601303930;NONAFOL 5MG x 20 TAB MEYER;0;0;19;MEYER;20.76;20.76;MEDICAMENTOS;NULL;ACIDO FOLICO;0.00;0.00;0.000;0.000
85490;7592803000835;NOPUCID LOCION X 100ML DOLLDER;119;51;52;DOLLDER;126.42;126.42;MEDICAMENTOS;2025-07-25;DECAMETRINA;0.00;0.00;0.000;0.000
85491;7592803000811;NOPUCID SHAMPOO X 100ML DOLLDER;37;60;0;DOLLDER;126.42;126.42;MEDICAMENTOS;2025-12-25;DECAMETRINA;0.00;0.00;0.000;0.000
837453;7591243837452;NORSINA 500 MG-10 MG TAB EST 12TBAS BIOTECH;159;277;115;BIOTECH;183.18;183.18;MEDICAMENTOS;2025-10-25;ACETAMINOFEN - HIOSCINA N - BUTIL BROMURO;0.00;0.00;0.000;0.000
90202;7591821902022;NOTOLAC 20mg TAB X 10 FARMA;0;0;152;FARMA;157.38;157.38;MEDICAMENTOS;NULL;KETOROLAC ;0.00;0.00;0.000;0.000
21013;7591821210134;NOTOLAC 30MG TAB SUBLINGUALES X 4 LF FARMA;0;0;267;FARMA;125.13;125.13;MEDICAMENTOS;NULL;KETOROLAC ;0.00;0.00;0.000;0.000
05368;7592349723229;NOVACODIN 50mg/5mL SOL ORAL x 120mL VARGAS;178;889;29;VARGAS;132.74;132.74;MEDICAMENTOS;2025-10-25;EXTRATO FLUIDO DE GRINDELIA-LOBELIA-ALTEA-DESSESARTZ-POLIGALA-ACETATO DE AMONIO;0.00;0.00;0.000;0.000
855002;7592803000859;NOVARONA 200 MG X 10 DOLLDER;131;193;125;DOLLDER;180.60;180.60;MEDICAMENTOS;2026-11-25;AMIODARONA;0.00;0.00;0.000;0.000
505684;7707355056845;NOXPIRIN DIA X 12 SOBRES MEYER;256;88;51;MEYER;427.62;427.62;MEDICAMENTOS;2025-05-25;ACETAMINOFEN-FENILEFRINA;0.00;0.00;0.000;0.000
505324;7707355053424;NOXPIRIN DIA X 24 SOBRES MEYER;243;55;0;MEYER;855.21;855.21;MEDICAMENTOS;2025-08-25;ACETAMINOFEN-FENILEFRINA;0.00;0.00;0.000;0.000
505331;7707355053431;NOXPIRIN DIA X 6 SOBRES MEYER;0;0;56;MEYER;213.80;213.80;MEDICAMENTOS;NULL;ACETAMINOFEN-FENILEFRINA;0.00;0.00;0.000;0.000
96524-1;7592601303237;NOXPIRIN DISP X 25 BLISTER MEYER;0;0;5;MEYER;822.88;822.88;MEDICAMENTOS;NULL;ACETAMINOFEN-CETIRIZINA-FENILEFRINA;0.00;0.00;0.000;0.000
96525;7592601303220;NOXPIRIN GRIP TAB X 12MEYER;0;463;662;MEYER;155.57;155.57;MEDICAMENTOS;NULL;ACETAMINOFEN -DEXTROMETORFANO ;0.00;0.00;0.000;0.000
505489;7707355056852;NOXPIRIN NOCHE X 12 SOBRES MEYER;75;39;28;MEYER;407.87;407.87;MEDICAMENTOS;2025-03-25;ACETAMINOFEN-FENILEFRINA-CLORFENIRAMINA;0.00;0.00;0.000;0.000
505433;7707355054322;NOXPIRIN NOCHE X 24 SOBRES MEYER;0;40;38;MEYER;692.74;692.74;MEDICAMENTOS;NULL;ACETAMINOFEN-FENILEFRINA-CLORFENIRAMINA;0.00;0.00;0.000;0.000
355054;7707355054339;NOXPIRIN NOCHE X 6 SOBRES MEYER;234;39;97;MEYER;255.12;255.12;MEDICAMENTOS;2025-07-25;ACETAMINOFEN-FENILEFRINA-CLORFENIRAMINA;0.00;0.00;0.000;0.000
96523;7592601302100;NOXPIRIN PED GOTAS  X 15ML MEYER;110;60;96;MEYER;112.05;112.05;MEDICAMENTOS;2025-05-25;ACETAMINOFEN-CETIRIZINA-FENILEFRINA;0.00;0.00;0.000;0.000
759068;7592601000068;NOXPIRIN SOL ORAL 125MG-0.5MG/5ML 120ML MEYE;115;213;76;MEYER;159.42;159.42;MEDICAMENTOS;2026-02-25;ACETAMINOFEN-CETIRIZINA-FENILEFRINA;0.00;0.00;0.000;0.000
759051;7592601000051;NOXPIRIN SOL ORAL 325MG-0.5MG/5ML 120ML MEYE;40;127;49;MEYER;377.64;377.64;MEDICAMENTOS;2025-03-25;ACETAMINOFEN-CETIRIZINA-FENILEFRINA;0.00;0.00;0.000;0.000
545801;3515450083987;NUTRICAP/VITALIT ACON C/KARITÉ X 100ML POLINC;19;24;34;NUTRICAP;290.62;290.62;MISCELANEOS;2024-12-25;MULTIVITAMINICO ;0.00;0.00;0.000;0.000
545501;3515450083628;NUTRICAP/VITALITY SHAMP C/GERMEN TRIGO 200ML;21;24;104;NUTRICAP;335.71;335.71;MISCELANEOS;2025-07-25;MULTIVITAMINICO ;0.00;0.00;0.000;0.000
545520;3515450082478;NUTRICAPS / SHAMPÚ ANTICAIDA X 150 ML POLINAC;13;0;46;NUTRICAP;336.21;336.21;MISCELANEOS;2025-09-25;MULTIVITAMINICO ;0.00;0.00;0.000;0.000
545701;3515450082515;NUTRICAPS/ANTICAIDA AMPOLLAS 10 X 5ML POLINAC;17;0;0;NUTRICAP;447.82;447.82;MISCELANEOS;2025-03-25;MULTIVITAMINICO ;0.00;0.00;0.000;0.000
540101;6616000046166;NUTRICAPS/SECO DAÑADO ACOND X 100 ML POLINAC;22;21;57;NUTRICAP;290.62;290.62;MISCELANEOS;2025-07-25;MULTIVITAMINICO ;0.00;0.00;0.000;0.000
545510;6616000046098;NUTRICAPS/SECO DAÑADO SHAMPÚ X 200ML POLINAC;21;21;99;NUTRICAP;335.71;335.71;MISCELANEOS;2025-09-25;MULTIVITAMINICO ;0.00;0.00;0.000;0.000
80403;7597189000028;NUTRIFARM HAIRYNAILS CB X 30 PHARMATECH;3;0;0;PHARMATECH USA CORP;206.37;206.37;MEDICAMENTOS;2024-06-25;COMPLEJO VITAMINICO;0.00;0.00;0.000;0.000
900118;7401078900118;OBBIAT (DIENO 2MG/ETINI 0.03 MG) X21COMP;9;0;0;DALT PHARMA;376.17;376.17;MEDICAMENTOS;2025-01-25;DIENOGEST/ETINILESTRADIOL;0.00;0.00;0.000;0.000
20170501-1;7597467000115;OBTURADOR CATETER  CAJA X 100   PLUSMEDIC;34;43;25;PLUSMEDIC;470.72;470.72;DESCARTABLES;2026-04-25;;0.00;0.00;0.000;0.000
146052;7703763250820;OCAM PROTECT 20/15 X10 TAB PHARMATIQUE;35;94;29;PHARMETIQUE;220.52;220.52;MEDICAMENTOS;2025-02-25;MELOXICAM/OMEPRAZOL;0.00;0.00;0.000;0.000
146051;7703763161782;OCAM PROTECT 20/7.5 MG X 10 TAB PHARMETIQUE;47;256;12;PHARMETIQUE;136.53;136.53;MEDICAMENTOS;2025-12-25;MELOXICAM/OMEPRAZOL;0.00;0.00;0.000;0.000
10994;7591196002242;OCUPRED SUSP OFTALMICA 5ML OFTALMI;301;96;465;OFTALMI;329.06;329.06;MEDICAMENTOS;2025-03-25;PREDNISOLONA ACETATO (1%);0.00;0.00;0.000;0.000
81123;7591062900894;OFAFLAN 1,5% SP OR GT 30ML ELMOR;0;0;13;ELMOR;57.04;57.04;MEDICAMENTOS;NULL;DICLOFENAC POTASICO ;0.00;0.00;0.000;0.000
81124;7591062016458;OFAFLAN 12.5MG SU X 6 ELMOR;0;6;31;ELMOR;125.62;125.62;MEDICAMENTOS;NULL;DICLOFENAC POTASICO ;0.00;0.00;0.000;0.000
113070;;OFTERRA UNGÜENTO OFTALMICO X 7 GR OFTALMI;161;172;77;OFTALMI;260.75;260.75;MEDICAMENTOS;2026-07-25;OXITETRACICLINA -POLIMIXINA B (0,5% - 10.000 UI);0.00;0.00;0.000;0.000
6933;6948403500533;OKI TOALLITAS HUM.BABY LOTION X 1 PAQ;0;0;0;OKI;26.44;26.44;MISCELANEOS;NULL;;0.00;0.00;0.000;0.000
60234;8904306501037;OLANZAPINA - OLAFINE 10MG X100 TAB PRISM;0;0;4;PRISM;798.08;798.08;MEDICAMENTOS;NULL;OLANZAPINA;0.00;0.00;0.000;0.000
1062738;18906047595631;OLANZAPINA 10 MG X 100 TAB JMW;0;0;1;UNILINK PHARMA;188.08;188.08;MEDICAMENTOS;NULL;OLANZAPINA;0.00;0.00;0.000;0.000
146056;7703763876334;OLANZATIQUE TAB 10MG X 14 PHARMETIQUE;0;0;0;PHARMETIQUE;210.63;210.63;MEDICAMENTOS;NULL;OLANZAPINA;0.00;0.00;0.000;0.000
31879;7591585318794;OLMECAR 20MG X 30 TAB LETI;86;57;72;LETI;279.08;279.08;MEDICAMENTOS;2025-10-25;OLMESARTAN ;0.00;0.00;0.000;0.000
21880;7591585218803;OLMECAR 40MG X 10 TAB LETI;24;39;23;LETI;188.92;188.92;MEDICAMENTOS;2026-02-25;OLMESARTAN ;0.00;0.00;0.000;0.000
31880;7591585318800;OLMECAR 40MG X 30 TAB LETI;0;0;9;LETI;444.74;444.74;MEDICAMENTOS;NULL;OLMESARTAN ;0.00;0.00;0.000;0.000
144878;7592454891431;OLMESARTAN + HCT 40MG/12.5MG X 10 TAB ELTER;82;4;0;LA SANTE;150.39;150.39;MEDICAMENTOS;2025-09-25;HIDROCLOROTIAZIDA -OLMESARTAN;0.00;0.00;0.000;0.000
890195;8904306502195;OLMESARTAN - PROLMETAN 20MG X 100 TAB PRISM;4;0;7;PRISM;546.57;546.57;MEDICAMENTOS;2025-12-25;OLMESARTAN ;0.00;0.00;0.000;0.000
890188;8904306502188;OLMESARTAN - PROLMETAN 40MG X 100 TAB PRISM;21;34;1;PRISM;983.82;983.82;MEDICAMENTOS;2025-12-25;OLMESARTAN ;0.00;0.00;0.000;0.000
24148;7597758000312;OLMESARTAN 20 MG X 30 TABLETAS ALESS;655;364;34;ALESS;139.40;139.40;MEDICAMENTOS;2025-06-25;OLMESARTAN ;0.00;0.00;0.000;0.000
54035;8904210707426;OLMESARTAN 20MG X 30 TAB BIOMERCY;0;0;4;BIOMERCY;123.79;123.79;MEDICAMENTOS;NULL;OLMESARTAN ;0.00;0.00;0.000;0.000
19401005;7591519051841;OLMESARTAN 20MG X 30 TAB CALOX;53;105;95;CALOX;177.37;177.37;MEDICAMENTOS;2027-02-25;OLMESARTAN ;0.00;0.00;0.000;0.000
144849;7592454891219;OLMESARTAN 20X10  LA SANTE;0;1;1;LA SANTE;82.84;82.84;MEDICAMENTOS;NULL;OLMESARTAN ;0.00;0.00;0.000;0.000
144850;7592454891226;OLMESARTAN 40MG X 10 LA SANTE;0;0;2;LA SANTE;136.49;136.49;MEDICAMENTOS;NULL;OLMESARTAN ;0.00;0.00;0.000;0.000
10133;7598176001165;OLMESARTAN ANGELUS 40 MG  X 30 TAB. ANGELUS;22;0;0;ANGELUS;290.36;290.36;MEDICAMENTOS;2026-11-25;OLMESARTAN ;0.00;0.00;0.000;0.000
37879;7591585378798;OLMESARTAN MEDOXOMIL 20 MG X 14 COMP GENVEN;22;155;639;GENVEN;91.65;91.65;MEDICAMENTOS;2026-01-25;OLMESARTAN ;0.00;0.00;0.000;0.000
27879;;OLMESARTAN MEDOXOMIL 20 MG X 30 COMP LETI;1;3;0;LETI;181.37;181.37;MEDICAMENTOS;2026-01-25;OLMESARTAN ;0.00;0.00;0.000;0.000
37880;7591585378804;OLMESARTAN MEDOXOMIL 40 MG X 14 COMP GENVEN;30;107;448;LETI;173.97;173.97;MEDICAMENTOS;2025-05-25;OLMESARTAN MEDOXOMIL (40 mg);0.00;0.00;0.000;0.000
146007;7592454003575;OLMETIQUE 40MG TAB X 30 PHARMETIQUE;53;4;103;PHARMETIQUE;503.25;503.25;MEDICAMENTOS;2025-09-25;OLMESARTAN ;0.00;0.00;0.000;0.000
1620;7591818716854;OLOCOF SOL OFTALMICA 5ML COFASA;246;229;86;COFASA;206.99;206.99;MEDICAMENTOS;2026-07-25;OLOPATADINA CLORHIDRATO 0,2%;0.00;0.00;0.000;0.000
06949;7597758000060;OMEFLUX 20MG CAP X 10 ALESS PHARMACEUTICAL;2361;1502;465;ALESS;28.29;28.29;ESPECIALES;2025-04-25;OMEPRAZOL ;0.00;0.00;0.000;0.000
06498;75971182;OMEFLUX 40MG AMP X 1 IV ALESS PHARMACEUTICAL;738;871;140;ALESS;39.78;39.78;ESPECIALES;2025-06-25;OMEPRAZOL ;0.00;0.00;0.000;0.000
906492;733739016492;OMEGA 3  1000 MG 30 SOFTGELS NOW;0;1;0;NOW;197.72;197.72;MEDICAMENTOS;NULL;OMEGA 3;0.00;0.00;0.000;0.000
719824;678358669530;OMEGA 3 1000MG  X 30 CAP NATURISTIK;97;26;48;NATURISTIK;225.84;225.84;MEDICAMENTOS;2025-11-25;OMEGA 3;0.00;0.00;0.000;0.000
7198252;678358669585;OMEGA 3 1000MG  X 60 CAP NATURISTIK;101;58;48;NATURISTIK;303.06;303.06;MEDICAMENTOS;2026-03-25;OMEGA 3;0.00;0.00;0.000;0.000
06644;7592946169635;OMEGA 3 1000mg X 60 CAP ARCO IRIS;0;105;66;ARCO IRIS;343.07;343.07;PATENTADOS NATURALES;NULL;ACEITE DE PESCADO;0.00;0.00;0.000;0.000
10827;787790474654;OMEGA 3 2000 MG X 60 CAPSULAS PHARMACORP;97;1;0;PHARMACORP;335.91;325.83;MEDICAMENTOS;2026-11-25;OMEGA 3;48.00;3.00;0.000;0.000
22803;787790466659;OMEGA 3 X 100 CAP ETERNAL;77;80;44;ETERNAL;414.13;414.13;MEDICAMENTOS;2026-09-25;OMEGA 3;0.00;0.00;0.000;0.000
06744;7592946169659;OMEGA 3,6,9 X 60 CAP ARCO IRIS;3;19;53;ARCO IRIS;343.07;343.07;PATENTADOS NATURALES;2025-09-25;ACEITE DE PESCADO;0.00;0.00;0.000;0.000
310502;7591196006233;OMEPRAZOL 20 MG CAP X 30 OFTALMI;168;28;0;OFTALMI;137.90;137.90;MEDICAMENTOS;2025-09-25;OMEPRAZOL ;0.00;0.00;0.000;0.000
75958;7591196003386;OMEPRAZOL 20 MG CAP X 7 OFTALMI;99;244;336;OFTALMI;47.77;47.77;MEDICAMENTOS;2025-09-25;OMEPRAZOL ;0.00;0.00;0.000;0.000
30143477;18906047593477;OMEPRAZOL 20 MG X 100 CAP JMW;56;123;38;UNILINK PHARMA;194.66;194.66;MEDICAMENTOS;2025-02-25;OMEPRAZOL ;0.00;0.00;0.000;0.000
890237;8901463131237;OMEPRAZOL 20 MG X 14 CAP VIA ORAL BIUMAK;0;19;164;BIUMAK PHARMACEUTICALS;28.56;28.56;MEDICAMENTOS;NULL;OMEPRAZOL ;0.00;0.00;0.000;0.000
77381;7591585773814;OMEPRAZOL 20MG X 30 CAP LETI;0;691;24;LETI;108.14;108.14;MEDICAMENTOS;NULL;OMEPRAZOL ;0.00;0.00;0.000;0.000
210327;;OMEPRAZOL 40 MG X1AMP DISTRILAB;0;1041;0;DISTRILAB;45.58;45.58;INYECTABLES;NULL;OMEPRAZOL ;0.00;0.00;0.000;0.000
97283;7592349722758;OMEPRAZOL CAP 20 MG X 30 GENERICOS DE CALIDAD;387;1168;694;G.C;108.36;108.36;MEDICAMENTOS;2025-03-25;OMEPRAZOL ;0.00;0.00;0.000;0.000
97284;7592349723717;OMEPRAZOL CAP 20 MG X 7 GENERICOS DE CALIDAD;68;304;180;G.C;40.63;40.63;MEDICAMENTOS;2026-01-25;OMEPRAZOL ;0.00;0.00;0.000;0.000
251632072-1;8904278581532;OMEPRAZOL CAP 20MG X 100 TABS FAHD;0;0;1;FAHD;322.10;322.10;MEDICAMENTOS;NULL;OMEPRAZOL ;0.00;0.00;0.000;0.000
02003;7591519000153;OMEPRAZOL CAP 20MG X 14 CALOX;0;2;0;CALOX;93.56;93.56;MEDICAMENTOS;NULL;OMEPRAZOL ;0.00;0.00;0.000;0.000
3102019;7591519001266;OMEPRAZOL CAP 20MG X 14 CAPS (MOROCHO) CALOX;111;221;88;CALOX;110.63;110.63;MEDICAMENTOS;2025-10-25;OMEPRAZOL ;0.00;0.00;0.000;0.000
57381;7591585573810;OMEPRAZOL CAP 20MG X 8 LETI;0;96;99;LETI;34.79;34.79;MEDICAMENTOS;NULL;OMEPRAZOL ;0.00;0.00;0.000;0.000
17388;7591585173881;OMEPRAZOL CAP 40MG X 10 GENVEN;72;90;83;LETI;105.28;105.28;MEDICAMENTOS;2025-08-25;OMEPRAZOL ;0.00;0.00;0.000;0.000
17377;;OMEPRAZOL CAP 40MG X 7 TAB OFTALMI;125;0;0;OFTALMI;80.21;80.21;MEDICAMENTOS;2026-09-25;OMEPRAZOL ;0.00;0.00;0.000;0.000
10761;7598578000179;OMEPRAZOL TAB 20MG X 20 DAC55;0;0;2198;DAC 55;71.52;71.52;MEDICAMENTOS;NULL;OMEPRAZOL ;0.00;0.00;0.000;0.000
43800;7598813000438;OMEPRAZOLE CAP 20 MG X 7 TAB   MM;0;0;30;KWALITY PHARMACEUTICAL INDIA;30.15;30.15;MEDICAMENTOS;NULL;OMEPRAZOL ;0.00;0.00;0.000;0.000
759000;7591619150000;ONDANSETRON 4 MG/5ML X 50 ML SOL ORAL KLINOS;139;17;85;KLINOS;232.20;232.20;MEDICAMENTOS;2026-01-25;ONDANSETRON ;0.00;0.00;0.000;0.000
120015;8904306501051;ONDASENTRON - VOMIGON 8 MG X 100 TAB PRISM;0;0;2;PRISM;1234.09;1234.09;MEDICAMENTOS;NULL;ONDANSETRON ;0.00;0.00;0.000;0.000
10964;7591196003942;OPAT SOL OFTALMICA X 5ML OFTALMI;498;445;420;OFTALMI;221.49;221.49;MEDICAMENTOS;2025-11-25;OLOPATADINA;0.00;0.00;0.000;0.000
1062358;118904180211692;OPRAZOL (OMEPRAZOL) 20MG X100 TAB FRASCO JMW;0;0;207;SWISS QUALITY;70.91;70.91;MEDICAMENTOS;NULL;OMEPRAZOL ;0.00;0.00;0.000;0.000
