CODIGO;DESCRIPCION;PRECIO;CANTIDAD;DCTO;MARGENFAR;DCTO_UFI;EMPAQUE;DCTO_EMPQUE;CODBARRAS;TIPO;CODPROV;LOTE;FECHA_EXP;REGULADO;CADENA_FRIO;DCTO_COMER;DCTO_PP;ORIGINAL;UMF;FECHAINGRESO;ADM
DP021;SILDENAFIL DP 50MG. X2TA;43.56;282; 0.00; 0.00;0.00; 0; 0.00;7592616576596;M;DP;30936; 2025-09;N;NO;4.00; 0.00;48;1;2024-03-09;0
GQ269;SILDENAFIL ELTER50MG.X1TA; 41.68;847; 0.00; 0.00;30.00;0; 0.00;7592454173971;M;100653;3504863; 2025-08;N;NO;4.00; 0.00;48;1;2024-03-09;0
GM204;SILDENAFIL MY 50MG. X2TA;122.60; 59;0.00; 0.00;50.00;0; 0.00;7592601301400;M;AP;258510;2024-11;N;NO;4.00; 0.00;100; 1;2024-03-09;0
12010;SILDENAFIL MY50MG. X1TA; 75.48;129; 0.00; 0.00;50.00;0; 0.00;7592601303213;M;AP;358504;2025-11;N;NO;4.00; 0.00;300; 1;2024-03-13;0
13415;SILDENAFIL MY50MG. X4TA; 198.11; 129; 0.00; 0.00;50.00;0; 0.00;7592601303596;M;AP;358503;2025-09;N;NO;4.00; 0.00;300; 1;2024-03-09;0
18810;SILDENAFILO SP50MG. X2CO;100.69; 278; 0.00; 0.00;15.00;0; 0.00;7590027002628;M;SP;2393;2025-11;N;NO;4.00; 0.00;160; 1;2024-03-09;0
15191;SILDEX 100MG. X1TA;50.70;796; 0.00; 0.00;15.00;0; 0.00;7594001101642;M;RZ;7095;2025-07;N;NO;4.00; 0.00;96;1;2024-03-09;0
15192;SILDEX 100MG. X2TA;68.90;870; 0.00; 0.00;15.00;0; 0.00;7594001101659;M;RZ;7219;2025-09;N;NO;4.00; 0.00;96;1;2024-03-09;0
RZ200;SILDEX 50MG. X1TA; 28.60;2514;0.00; 0.00;15.00;0; 0.00;7594001101413;M;RZ;7094;2026-07;N;NO;4.00; 0.00;96;1;2024-03-09;0
RZ360;SILDEX 50MG. X2TA; 49.40;1450;0.00; 0.00;15.00;0; 0.00;7594001101420;M;RZ;7304;2026-11;N;NO;4.00; 0.00;96;1;2024-03-12;0
PA134;SILIN GOTAS NASALES 30ML.; 162.50; 57;0.00; 0.00;0.00; 0; 0.00;7591243847444;M;PA;9365001; 2025-04;N;NO;4.00; 0.00;24;1;1900-01-01;0
15171;SILKPLAST 1,25CM X 5M X1;80.85;17;0.00; 0.00;0.00; 0; 0.00;6224000132415;C;VY;15D23; 2028-03;N;NO;4.00; 0.00;48;1;2024-03-11;0
15172;SILKPLAST 5CM X 5M X1; 255.59; 12;0.00; 0.00;0.00; 0; 0.00;6223003733520;C;VY;15E22; 2027-04;N;NO;4.00; 0.00;12;1;2024-03-15;0
KH029;SILLA DUCHA C/RESPALD.KX;2717.00;3; 0.00; 0.00;5.00; 0; 0.00;7592194005426;C;KH;20220305;2034-01;N;NO;4.00; 0.00;1; 1;2024-03-09;0
FF120;SILVEDERMA 1% CR. 500GR.;1230.33;2; 0.00; 0.00;0.00; 0; 0.00;7591096000072;M;FF;014T003B;2026-01;N;NO;4.00; 0.00;30;1;2024-03-09;0
FF200;SILVEDERMA 1% CR. 50GR.; 219.30; 236; 0.00; 0.00;0.00; 0; 0.00;7591096000140;M;FF;012T036A;2026-10;N;NO;4.00; 0.00;100; 1;2024-03-09;0
13467;SILVERDIN 1% CR. 40GR.;156.85; 40;0.00; 0.00;0.00; 0; 0.00;8699525351173;M;XN;A103265; 2026-03;N;NO;4.00; 0.00;60;1;2024-03-11;0
13468;SILVERDIN PLUS 1%-5% CR50; 259.35; 28;0.00; 0.00;0.00; 0; 0.00;8699525359636;M;XN;A106226; 2026-07;N;NO;4.00; 0.00;30;1;2024-03-11;0
13497;SIMILAC 2 PROS. 6-24M 400; 812.37; 20;0.00; 0.00;0.00; 0; 0.00;5099864013344;A;100757;48072NT; 2024-12;N;NO;4.00; 0.00;24;1;2024-03-09;0
13493;SIMILAC T.CONF 0-12M 360G; 936.90; 230; 0.00; 0.00;0.00; 0; 0.00;8427030007885;A;100757;57419QU03; 2026-09;N;NO;4.00; 0.00;24;1;2024-03-09;0
MK464;SIMVASTATINA +MK40 X10TA;123.33; 170; 0.00; 0.00;0.00; 0; 0.00;7591519003383;M;MK;34737; 2026-11;N;NO;4.00; 0.00;120; 1;2024-03-09;0
NZ002;SINGRASPLUS PVO.MANTE.250; 731.25; 9; 0.00; 0.00;0.00; 0; 0.00;7591285000784;A;GD;4141;2026-09;N;NO;4.00; 0.00;12;1;2024-03-09;0
17260;SINGRASS X60CA;225.68; 24;0.00; 0.00;15.00;0; 0.00;7592430000765;N;ZW;01060723;2025-07;N;NO;4.00; 0.00;24;1;2024-03-09;0
VC500;SINUTIL DIA 500-10-2 10CB; 168.64; 264; 0.00; 0.00;30.00;0; 0.00;7593090000010;M;XM;230137;2025-05;N;NO;4.00; 0.00;40;1;2024-03-11;0
11448;SINUTIL DIA/NOCHE 500X9CA; 148.30; 488; 0.00; 0.00;35.00;0; 0.00;7593090000713;M;XM;240014;2026-01;N;NO;4.00; 0.00;63;1;2024-03-09;0
11177;SINUTIL NOC 500-2 X5CA.BL; 103.45; 142; 0.00; 0.00;30.00;0; 0.00;7593090000744;M;XM;230066;2025-03;N;NO;4.00; 0.00;40;1;2024-03-09;0
18991;SINUX 5-60MG. X10TA; 125.96; 240; 0.00; 0.00;15.00;0; 0.00;7592454003902;M;100653;3505475; 2025-11;N;NO;4.00; 0.00;48;1;2024-03-09;0
17362;SITADIN 100MG. X30TA;413.00; 25;0.00; 0.00;0.00; 0; 0.00;7406076125051;M;100623;J22033;2024-10;N;NO;4.00; 0.00;34;1;2024-03-09;0
18811;SITAGLI-MET SP50/1000 X30; 455.86; 28;0.00; 0.00;15.00;0; 0.00;7590027002840;M;SP;553; 2025-04;N;NO;4.00; 0.00;80;1;2024-02-29;0
16743;SITAGLIPTINA LAT100 X30TA; 436.80; 6; 0.00; 0.00;30.00;0; 0.00;720524031235; M;100769;SPA1804; 2025-10;N;NO;4.00; 0.00;200; 1;2024-03-09;0
17658;SITAGLIS 50MG. X30CO;603.49; 189; 0.00; 0.00;0.00; 0; 0.00;7591585118097;M;LT;012; 2025-10;N;NO;4.00; 0.00;24;1;2024-03-09;0
LT065;SITAGLISMET 50-500 X30CO;671.40; 519; 0.00; 0.00;0.00; 0; 0.00;7591585118066;M;LT;093; 2025-11;N;NO;4.00; 0.00;36;1;2024-03-09;0
17603;SITAGLISMET 50/1000 X28CO; 934.66; 108; 0.00; 0.00;0.00; 0; 0.00;7591585118080;M;LT;014; 2025-11;N;NO;4.00; 0.00;21;1;2024-03-09;0
18303;SITAMET 50MG/500MG. X10TA; 220.52; 136; 0.00; 0.00;0.00; 0; 0.00;7591020009249;M;VM;05;2025-11;N;NO;4.00; 0.00;36;1;2024-03-14;0
17894;SITINA 50MG. X30CO;548.07; 85;0.00; 0.00;0.00; 0; 0.00;788070698715; M;PC;19143; 2025-11;N;NO;4.00; 0.00;120; 1;2024-03-14;0
15869;SITOMET 50MG/500MG. X10TA; 206.27; 102; 0.00; 0.00;15.00;0; 0.00;7598055000845;M;IC;AM037; 2024-10;N;NO;4.00; 0.00;108; 1;2024-03-09;0
OJ024;SKOLLAGE HP CAPS. X60; 330.06; 16;0.00; 0.00;12.00;0; 0.00;7592710001109;N;OJ;0560810; 2025-10;N;NO;4.00; 0.00;24;1;2024-03-13;0
13150;SLINDA 4MG. X28CO; 780.90; 160; 0.00; 0.00;0.00; 0; 0.00;8437019299354;M;100649;LF31665A;2025-06;N;NO;4.00; 0.00;120; 1;2024-03-09;0
HI175;SOL BICAR.SOD.BEH5% 100ML; 193.64; 156; 0.00; 0.00;3.00; 0; 0.00;7592637000100;M;HI;2300267; 2028-10;N;NO;4.00; 0.00;24;1;2024-03-09;0
15963;SOL CLORU SOD. BC0,45%500; 78.00;559; 0.00; 0.00;0.00; 0; 0.00;7597767000914;M;100707;22102375;2025-10;N;NO;4.00; 0.00;24;1;2024-03-09;0
HI235;SOL CLORURO POTASIO IY100; 203.66; 559; 0.00; 0.00;3.00; 0; 0.00;7592637000339;M;HI;2300288; 2026-11;N;NO;4.00; 0.00;24;1;1900-01-01;0
HI125;SOL DE RINGER N19 LAC 500CC; 115.92; 212; 0.00; 0.00;3.00; 0; 0.00;7592637005051;M;HI;2400009; 2026-02;N;NO;4.00; 0.00;12;1;1900-01-01;0
16141;SOL FISIOLOG. FG 30ML.;65.48;71;0.00; 0.00;0.00; 0; 0.00;112266402235; N;100603;2787;2025-11;N;NO;4.00; 0.00;24;1;2024-03-09;0
12983;SOL FISIOLOGIC SOMA 30ML;41.52;17;0.00; 0.00;5.00; 0; 0.00;7596139000163;M;HE;GF701; 2026-03;N;NO;4.00; 0.00;12;1;2024-02-27;0
DT270;SOL FISIOLOGICA DT 30 X12; 1505.87;12;0.00; 0.00;0.00; 0; 0.00;17591616001111; N;100566;223601;2025-10;N;NO;4.00; 0.00;12;1;2024-03-09;0
XS005;SOL FISIOLOGICA XS 30ML; 44.62;36;0.00; 0.00;0.00; 0; 0.00;7594001451631;N;XS;10052386;2025-05;N;NO;4.00; 0.00;63;1;2024-03-09;0
HI950;SOL ISOTO BEH0,9% 100ML.;89.32;321; 0.00; 0.00;0.00; 0; 0.00;7592637001312;M;HI;2400020; 2027-02;N;NO;4.00; 0.00;24;1;1900-01-01;0
HI110;SOL ISOTO BEH16 500ML.;85.74;2952;0.00; 0.00;15.00;0; 0.00;7592637005037;M;HI;2300290; 2025-11;N;NO;4.00; 0.00;12;1;2024-03-11;0
19194;SOL ISOTONICA BC0,9% 3000; 468.00; 8; 0.00; 0.00;0.00; 0; 0.00;7597767000884;M;100707;22100589;2025-10;N;NO;4.00; 0.00;4; 1;2024-03-09;0
12680;SOL ISOTONICA BC0,9% 500;44.20;123; 0.00; 0.00;0.00; 0; 0.00;7597767000068;M;100707;23050695;2026-05;N;NO;4.00; 0.00;24;1;2024-03-09;0
12642;SOL ISOTONICA KMP0,9% 500; 60.93;304; 0.00; 0.00;0.00; 0; 0.00;6034387234820;M;100693;230964;2026-09;N;NO;4.00; 0.00;30;1;2024-03-13;0
XL008;SOL JAB.INTIMA XPERIAN200; 161.27; 14;0.00; 0.00;0.00; 0; 0.00;7595803000218;C;XL;010721;2025-06;N;NO;4.00; 0.00;12;1;2024-03-09;0
15964;SOL RINGER LACT. BC 500ML; 62.40;1597;0.00; 0.00;0.00; 0; 0.00;7597767000075;M;100707;23080325;2026-08;N;NO;4.00; 0.00;24;1;2024-03-09;0
13879;SOL SODIO ADN0,9% 500ML.;52.36;706; 0.00; 0.00;5.00; 0; 0.00;7501125132056;M;100760;P23G995; 2025-08;N;NO;4.00; 0.00;24;1;2024-03-13;0
13121;SOLUCION F. 0,9% BM 100ML; 83.20;406; 0.00; 0.00;15.00;0; 0.00;6972718560012;M;100698;230533;2026-05;N;NO;4.00; 0.00;120; 1;2024-03-09;0
16934;SOLUCION ISO ALFA0,9 3000; 277.33; 54;0.00; 0.00;0.00; 0; 0.00;7468999189480;M;100697;5S2305082; 2027-05;N;NO;4.00; 0.00;4; 1;2024-03-09;0
IL130;SOLUHEX BABY LO.JABON 240CC; 154.38; 35;0.00; 0.00;0.00; 0; 0.00;7592306000226;C;IL;23SB01A; 2027-07;N;NO;4.00; 0.00;35;1;2024-03-15;0
LI170;SOLUHEX LO.JABON 120CC;110.50; 647; 0.00; 0.00;0.00; 0; 0.00;7592306000165;M;IL;23SL07B; 2027-11;N;NO;4.00; 0.00;112; 1;1900-01-01;0
IL140;SOLUHEX SPORT LOC.JAB.240; 154.38; 29;0.00; 0.00;0.00; 0; 0.00;7592306000288;C;IL;21SS01C; 2025-04;N;NO;4.00; 0.00;35;1;2024-03-15;0
18583;SOLUNOVAR DF EB HBNA250; 85.32;214; 0.00; 0.00;5.00; 0; 0.00;7592782001069;C;100741;230487;2025-07;N;NO;4.00; 0.00;12;1;2024-03-09;0
18584;SOLUNOVAR DF EB HBNA60AER; 50.38;239; 0.00; 0.00;0.00; 0; 0.00;7592782001052;C;100741;230501;2025-08;N;NO;4.00; 0.00;42;1;2024-03-09;0
19075;SOLUNOVAR DF EB MENTA250;85.32;23;0.00; 0.00;0.00; 0; 0.00;7592782001120;C;100741;230648;2025-10;N;NO;4.00; 0.00;12;1;2024-03-09;0
19076;SOLUNOVAR DF EB MENTA500;150.32; 85;0.00; 0.00;0.00; 0; 0.00;7592782001137;C;100741;230649;2025-10;N;NO;4.00; 0.00;9; 1;2024-03-09;0
19074;SOLUNOVAR DF EB MNTA60AER; 50.38;55;0.00; 0.00;0.00; 0; 0.00;7592782001113;C;100741;230616;2025-09;N;NO;4.00; 0.00;42;1;2024-03-09;0
HE022;SOMA BLANKYS BLANQ.QM 1L.; 51.90;16;0.00; 0.00;5.00; 0; 0.00;7596139000859;C;HE;BB501; 2025-03;N;NO;4.00; 0.00;12;1;2024-03-09;0
13142;SOMEDINE JAB.YODADO 120ML; 160.89; 135; 0.00; 0.00;5.00; 0; 0.00;7596139000453;C;HE;SJ604R;2026-01;N;NO;4.00; 0.00;24;1;2024-02-27;0
13140;SOMEDINE SOL.YODADA 120ML; 160.89; 153; 0.00; 0.00;5.00; 0; 0.00;7596139000415;C;HE;SS606R;2026-02;N;NO;4.00; 0.00;24;1;1900-01-01;0
18990;SOMERGAN LOC.TOP,60ML; 94.43;39;0.00; 0.00;5.00; 0; 0.00;7591635000853;M;AV;010124;2026-01;N;NO;4.00; 0.00;12;1;2024-03-01;0
TJ030;SONDA FOLEY 2V FR24 GAESC; 169.00; 1; 0.00; 0.00;0.00; 0; 0.00;7592285000392;C;TJ;20211025;2026-10;N;NO;4.00; 0.00;100; 1;2024-03-09;0
KH028;SOPORTE CODO TENIS LXL KX; 156.00; 75;0.00; 0.00;5.00; 0; 0.00;813333014596; C;KH;201903;2033-01;N;NO;4.00; 0.00;100; 1;2024-03-09;0
KH027;SOPORTE CODO TENIS S/M KX; 136.50; 83;0.00; 0.00;5.00; 0; 0.00;813333014619; C;KH;201906;2033-01;N;NO;4.00; 0.00;100; 1;2024-03-09;0
KX116;SOPORTE ELAST. MUSLO L KX; 195.00; 57;0.00; 0.00;5.00; 0; 0.00;813333013087; C;KH;202111;2030-01;N;NO;4.00; 0.00;100; 1;2024-03-09;0
KX117;SOPORTE ELAST. MUSLO M KX; 195.00; 46;0.00; 0.00;5.00; 0; 0.00;813333013070; C;KH;202108;2030-01;N;NO;4.00; 0.00;100; 1;2024-03-09;0
KX118;SOPORTE ELAST. MUSLO S KX; 195.00; 62;0.00; 0.00;5.00; 0; 0.00;813333013063; C;KH;201908;2030-01;N;NO;4.00; 0.00;100; 1;2024-03-09;0
11793;SORKINOX 250-25 X30CO; 463.33; 291; 0.00; 0.00;0.00; 0; 0.00;7595368012732;M;PC;18732; 2026-09;N;NO;4.00; 0.00;240; 1;2024-03-09;0
18399;SOYL SYNDENT JAB.LIQ.240;625.63; 32;0.00; 0.00;0.00; 0; 0.00;7707271451205;C;100741;23030111;2025-03;N;NO;4.00; 0.00;36;1;2024-03-09;0
18093;SPEED S. DRY AER150; 231.83; 18;0.00; 0.00;0.00; 0; 0.00;7509546074009;C;MN;3046MX5313;2025-01;N;NO;4.00; 0.00;12;1;2024-03-17;0
18092;SPEED S. DRY BAR50;179.89; 10;0.00; 0.00;0.00; 0; 0.00;7509546066189;C;MN;3301US9614;2025-10;N;NO;4.00; 0.00;12;1;2024-03-17;0
17702;SPEED S. STAING. AER150; 169.98; 5; 0.00; 0.00;0.00; 0; 0.00;7509546063669;C;MN;3075MX1111;2025-03;N;NO;4.00; 0.00;12;1;2024-03-17;0
MN362;SPEED S. STAING. BAR50;149.20; 35;0.00; 0.00;0.00; 0; 0.00;7509546046822;C;MN;3352US9614;2025-12;N;NO;4.00; 0.00;12;1;2024-03-17;0
17367;SPEED S. X-5 AER150; 169.98; 35;0.00; 0.00;0.00; 0; 0.00;7509546063645;C;MN;MX111109;2025-10;N;NO;4.00; 0.00;12;1;2024-03-17;0
17368;SPEED S. X-5 BAR50;149.20; 95;0.00; 0.00;0.00; 0; 0.00;7509546052755;C;MN;3286US9625;2025-10;N;NO;4.00; 0.00;12;1;2024-03-17;0
17366;SPEED S. X-5 ROLL50; 84.04;75;0.00; 0.00;0.00; 0; 0.00;7509546052588;C;MN;3316MX1111;2025-11;N;NO;4.00; 0.00;12;1;2024-03-17;0
17224;SPIRULINA AI500MG. X60CA;309.05; 19;0.00; 0.00;10.00;0; 0.00;7592946001188;A;AQ;01231188;2025-11;N;NO;4.00; 0.00;48;1;2024-03-09;0
18601;SPIRULINA HP500MG. X60CA;212.19; 2; 0.00; 0.00;12.00;0; 0.00;7592710005534;N;OJ;3342610; 2026-10;N;NO;4.00; 0.00;24;1;1900-01-01;0
LY340;STALANZA 5MG. X30TA; 155.47; 17;0.00; 0.00;0.00; 0; 0.00;7593102000083;M;LY;VE43;2025-03;N;NO;4.00; 0.00;40;1;2024-02-20;0
TA004;STAMYL FORTE 300/100 20TA; 250.90; 1176;0.00; 0.00;0.00; 0; 0.00;7703454122993;M;TA;23094250;2025-10;N;NO;4.00; 0.00;154; 1;2024-03-13;0
13046;STATICA 90MG.X7O.VAG.+7AP; 443.36; 356; 0.00; 0.00;0.00; 0; 0.00;7460840417261;M;100737;030124;2027-01;N;NO;4.00; 0.00;64;1;2024-03-17;0
18956;STAYFREE TS U.DEL.C/A X42; 204.45; 133; 0.00; 0.00;0.00; 0; 0.00;7702031433057;C;100951;1503CO9; 2025-05;N;NO;4.00; 0.00;12;1;2024-03-17;0
18957;STAYFREE TS.NORMAL.C/AX42; 204.45; 74;0.00; 0.00;0.00; 0; 0.00;7702031580010;C;100951;1733CO9; 2025-06;N;NO;4.00; 0.00;12;1;2024-03-17;0
FH102;STEFANY LOC.MASAJE AER.130;84.66;9; 0.00; 0.00;0.00; 0; 0.00;7592930000388;C;FH;1909202202;2025-09;N;NO;4.00; 0.00;24;1;2024-03-09;0
FH100;STEFANY PLUS GEL;BOL90G.; 74.07;27;0.00; 0.00;0.00; 0; 0.00;7592930002016;C;FH;1909202202;2025-09;N;NO;4.00; 0.00;24;1;2024-03-09;0
14737;STONEX PLUS 10MEQ X30TA; 427.70; 573; 0.00; 0.00;0.00; 0; 0.00;712155555723; M;100797;F23A044; 2026-06;N;NO;4.00; 0.00;196; 1;2024-03-09;0
MN375;SUAVITEL AC.PRIMAVERA 1L;110.49; 75;0.00; 0.00;0.00; 0; 0.00;7591083016536;C;MN;4031BE1021;2026-01;N;NO;4.00; 0.00;12;1;2024-03-17;0
17424;SUAVITEL AC.PRIMAVERA 500; 63.27;26;0.00; 0.00;0.00; 0; 0.00;7591083018561;C;MN;4046VE1021;2026-02;N;NO;4.00; 0.00;24;1;2024-03-17;0
18272;SUAVITEL BABY 1L.; 110.49; 11;0.00; 0.00;0.00; 0; 0.00;7509546686875;C;MN;3255VE1011;2025-09;N;NO;4.00; 0.00;12;1;2024-03-17;0
17426;SUAVITEL FR.PRIMAVERA 1L.; 133.15; 10;0.00; 0.00;0.00; 0; 0.00;7702010280023;C;MN;10X; 2033-01;N;NO;4.00; 0.00;12;1;2024-03-17;0
17428;SUAVITEL FR.VAINILLA 1,9L; 239.86; 7; 0.00; 0.00;0.00; 0; 0.00;7509546651316;C;MN;3321GT1024;2025-11;N;NO;4.00; 0.00;6; 1;2024-03-17;0
17973;SUCRALFATO ADN1G.SUSP80ML; 159.93; 1165;0.00; 0.00;5.00; 0; 0.00;8906109692295;M;100760;E2310004;2025-09;N;NO;4.00; 0.00;120; 1;1900-01-01;0
12550;SUEROLITO 75MEQ+Z COCO400; 114.40; 993; 0.00; 0.00;0.00; 0; 0.00;7597767000013;M;100707;1902C1;2026-02;N;NO;4.00; 0.00;12;1;1900-01-01;0
12551;SUEROLITO 75MEQ+Z FRES400; 114.40; 1320;0.00; 0.00;0.00; 0; 0.00;7597767000020;M;100707;1702F1;2026-02;N;NO;4.00; 0.00;12;1;2024-03-09;0
14391;SUEROLITO 75MEQ+Z FRU400;114.40; 477; 0.00; 0.00;0.00; 0; 0.00;7597767000358;M;100707;2302FP1; 2026-02;N;NO;4.00; 0.00;12;1;2024-03-09;0
14392;SUEROLITO 75MEQ+Z MAND400; 114.40; 353; 0.00; 0.00;0.00; 0; 0.00;7597767000327;M;100707;2102M1;2026-02;N;NO;4.00; 0.00;12;1;2024-03-09;0
17156;SUEROLITO 75MEQ+Z MZNA400; 114.40; 667; 0.00; 0.00;0.00; 0; 0.00;7597767000341;M;100707;2202MZ1; 2026-02;N;NO;4.00; 0.00;12;1;2024-03-09;0
12552;SUEROLITO 75MEQ+Z UVA400;114.40; 674; 0.00; 0.00;0.00; 0; 0.00;7597767000037;M;100707;1802U1;2026-02;N;NO;4.00; 0.00;12;1;2024-03-09;0
DP720;SULFADIAZINA P.DP CR.30GR; 137.12; 841; 0.00; 0.00;0.00; 0; 0.00;7592616480015;M;DP;40277; 2026-02;N;NO;4.00; 0.00;12;1;2024-03-13;0
FS120;SULFATIAZOL FSI5GR. X25S;1170.00;15;0.00; 0.00;5.00; 0; 0.00;7592368001995;N;FS;0224051; 2025-04;N;NO;4.00; 0.00;12;1;2024-03-13;0
HI220;SULFATO MAGN. BEH1MEQ.X1A; 185.16; 327; 0.00; 0.00;3.00; 0; 0.00;7592637000278;M;HI;2400024; 2029-02;N;NO;4.00; 0.00;96;1;2024-03-11;0
12876;SULIXTRA 0,4 X10CA;80.73;1803;0.00; 0.00;0.00; 0; 0.00;7593090001208;M;XM;TL132IC23002;2025-08;N;NO;4.00; 0.00;540; 1;2024-03-09;0
12877;SULIXTRA 0,4MG X30CA;211.69; 912; 0.00; 0.00;0.00; 0; 0.00;7593090002403;M;XM;TL132JC23003;2025-08;N;NO;4.00; 0.00;300; 1;2024-03-11;0
16741;SULTAMICILINA ANG750 10TA; 354.90; 313; 0.00; 0.00;20.00;0; 0.00;7598176000410;M;100694;SV22024; 2025-11;N;NO;4.00; 0.00;144; 1;2024-03-09;0
12087;SULTAMICILINA DAC750 10TA; 410.41; 448; 0.00; 0.00;0.00; 0; 0.00;7598578000186;M;100661;V570;2025-05;N;NO;4.00; 0.00;400; 1;2024-03-09;0
15987;SULTAMICILINA DIS750 10TA; 364.40; 315; 0.00; 0.00;8.00; 0; 0.00;17598252000102; M;100740;SPT231511; 2026-06;N;NO;4.00; 0.00;190; 1;2024-03-09;0
SP580;SULTAMICILINA SP 250 60ML; 229.32; 175; 0.00; 0.00;15.00;0; 0.00;7590027000921;M;SP;2073;2025-10;N;NO;4.00; 0.00;35;1;2024-02-29;0
SP770;SULTAMICILINA SP750 X6CO;321.09; 1471;0.00; 0.00;15.00;0; 0.00;7590027001454;M;SP;1933;2025-10;N;NO;4.00; 0.00;160; 1;2024-03-09;0
GU360;SUNCLER PS 100GR FPS50;352.04; 4; 0.00; 0.00;0.00; 0; 0.00;7591885001488;C;100744;799; 2028-07;N;NO;4.00; 0.00;76;1;2024-03-12;0
PA980;SURIDE 25MG. X30CO;208.00; 50;0.00; 0.00;40.00;0; 0.00;7591243848731;M;PA;9365402; 2025-02;N;NO;4.00; 0.00;48;1;2024-03-11;0
11043;SUSP. ESPECIAL FG 120ML.;126.71; 21;0.00; 0.00;0.00; 0; 0.00;00913;N;100603;2768;2025-09;N;NO;4.00; 0.00;20;1;2024-03-09;0
17039;SUTURA CA0/4 28 X12 BL;783.17; 9; 0.00; 0.00;0.00; 0; 0.00;7597467001310;C;100893;10X; 2033-01;N;NO;4.00; 0.00;12;1;2024-03-09;0
17040;SUTURA CA1/5 28 X12 BL;783.17; 9; 0.00; 0.00;0.00; 0; 0.00;7597467001327;C;100893;220626;2027-06;N;NO;4.00; 0.00;12;1;2024-03-09;0
17041;SUTURA CA2-0/3.5 28 12 BL; 783.17; 2; 0.00; 0.00;0.00; 0; 0.00;7597467001334;C;100893;220101;2027-01;N;NO;4.00; 0.00;12;1;2024-03-09;0
17038;SUTURA CA3-0/3 28 X12 BL;783.17; 6; 0.00; 0.00;0.00; 0; 0.00;7597467001341;C;100893;210334;2026-03;N;NO;4.00; 0.00;12;1;2024-03-09;0
17022;SUTURA CR.1/5 28 X12 BL; 826.32; 31;0.00; 0.00;0.00; 0; 0.00;7597467001143;C;100893;220626;2027-06;N;NO;4.00; 0.00;24;1;2024-03-09;0
17023;SUTURA CR.1/5 36 X12 BL; 826.32; 8; 0.00; 0.00;0.00; 0; 0.00;7597467001150;C;100893;230705;2028-07;N;NO;4.00; 0.00;12;1;2024-03-09;0
17024;SUTURA CR.2/6 28 X12 BL; 826.32; 13;0.00; 0.00;0.00; 0; 0.00;7597467001167;C;100893;231005;2028-10;N;NO;4.00; 0.00;12;1;2024-03-09;0
17027;SUTURA CR3-0/3 28 X12 BL;826.32; 7; 0.00; 0.00;0.00; 0; 0.00;7597467001198;C;100893;10X; 2033-01;N;NO;4.00; 0.00;12;1;2024-03-09;0
17028;SUTURA NY2-0/3 18 X12 BL;739.38; 9; 0.00; 0.00;0.00; 0; 0.00;7597467001204;C;100893;220690;2027-06;N;NO;4.00; 0.00;12;1;2024-03-09;0
17029;SUTURA NY2-0/3 30 X12 BL;739.38; 9; 0.00; 0.00;0.00; 0; 0.00;7597467001211;C;100893;230940;2028-09;N;NO;4.00; 0.00;12;1;2024-03-09;0
17030;SUTURA NY3-0/2 18 X12 BL;739.38; 9; 0.00; 0.00;0.00; 0; 0.00;7597467001228;C;100893;220690;2027-06;N;NO;4.00; 0.00;12;1;2024-03-12;0
17031;SUTURA NY4-0/1.5 18 12 BL; 739.38; 2; 0.00; 0.00;0.00; 0; 0.00;7597467001242;C;100893;220690;2027-06;N;NO;4.00; 0.00;12;1;2024-03-12;0
17032;SUTURA NY5-0/1 18 X12 BL;739.38; 4; 0.00; 0.00;0.00; 0; 0.00;7597467001259;C;100893;10X; 2033-01;N;NO;4.00; 0.00;12;1;2024-03-09;0
17033;SUTURA NY6-0/0.7 18 12 BL; 739.38; 11;0.00; 0.00;0.00; 0; 0.00;7597467001266;C;100893;230705;2028-07;N;NO;4.00; 0.00;12;1;2024-03-09;0
17034;SUTURA PO0/3.5 30 X12 BL;739.38; 12;0.00; 0.00;0.00; 0; 0.00;7597467001273;C;100893;10X; 2033-01;N;NO;4.00; 0.00;12;1;2024-03-09;0
17035;SUTURA PO1/4 30 X12 BL;739.38; 10;0.00; 0.00;0.00; 0; 0.00;7597467001280;C;100893;220690;2027-06;N;NO;4.00; 0.00;12;1;2024-03-09;0
17042;SUTURA PO910 2-0/3 28 12;1162.16;3; 0.00; 0.00;0.00; 0; 0.00;7597467001372;C;100893;220690;2025-06;N;NO;4.00; 0.00;6; 1;2024-03-09;0
17044;SUTURA PO910 3-0/2 26MM12; 1162.16;9; 0.00; 0.00;0.00; 0; 0.00;7597467001389;C;100893;220101;2025-01;N;NO;4.00; 0.00;12;1;2024-03-09;0
17043;SUTURA PO910 3-0/2 28 12;1223.65;12;0.00; 0.00;0.00; 0; 0.00;7597467001396;C;100893;230705A; 2026-07;N;NO;4.00; 0.00;12;1;2024-03-09;0
17036;SUTURA SE1/4 30 X12 BL;783.17; 9; 0.00; 0.00;0.00; 0; 0.00;7597467001297;C;100893;220690;2027-06;N;NO;4.00; 0.00;12;1;2024-03-09;0
17037;SUTURA SE2-0/3 30 X12 BL;783.17; 5; 0.00; 0.00;0.00; 0; 0.00;7597467001303;C;100893;220690;2027-06;N;NO;4.00; 0.00;12;1;2024-03-09;0
