barcode;name;price_usd;sale;due_date;stock
7592782000604;ACETAMINOFEN/CAFEINA/CLORFENIRAMINA 325MG/32MG/4MG-15ML X 90ML JAB (SINUTIL) VINCENTI;3.78;0.00%;1/4/2025;1000
7592782000659;ACETAMINOFEN/CLOFENIRAMINA 80MG/0.5MG/ML X 30ML SOL PED (SINUTIL) VINCENTI;3.71;0.00%;1/9/2024;1000
7598008002407;ACETAMINOFEN/CLOFENIRAMINA MELEATO 125MG/1MG/5ML X 120ML SUSP PED SABOR NARANJA (LAND);1.93;0.00%;1/4/2026;1000
7598252001171;ACETEMINOFEN 120MG/5 ML X 120ML SUSP PED (DISTAFEN KIDS) DISTRILAB;2.34;0.00%;1/4/2026;1000
CA3647;ACIDO FOLICO 2.5MG/5ML X 100ML JAB PED (KWALITY);3.44;0.00%;1/1/2025;1000
7598008002377;ACIDO VALPROICO 200MG/5ML X 180ML JAB PED (LAND);3.99;0.00%;1/7/2026;1000
7598252000440;ACIDO VALPROICO 250MG/5ML X 120ML (DIALPRON) DISTRILAB;10.40;0.00%;1/6/2026;1000
7598252001126;ALBENDAZOL 200MG/5ML X 10 ML SUSP PED (DI BENZOL) DISTRILAB;1.99;0.00%;1/5/2026;1000
7703712036239;ALBENDAZOL 4% X 10ML SUSP X 50 SACHETS (COASPHARMA);20.23;0.00%;1/4/2025;1000
7703038060994;ALBENDAZOL 4% X 20ML SUSP PED (LAPROFF);1.03;0.00%;1/2/2025;1000
7703712033412;ALBENDAZOL 400MG X 10ML SUSP (COASPHARMA);1.21;0.00%;1/4/2025;1000
7591616002166;ALBENDAZOL 400MG X SUSP 10ML (NEMAZOL) BIOFARCO;1.72;0.00%;1/7/2025;1000
113299;ALBENDAZOL 400MG/10ML SUSP X 4 MONODOSIS (ALBEZOL) SM PHARMA;3.44;0.00%;1/7/2024;1000
7592782000055;ALBENDAZOL 400MG/10ML X 10ML SUSP PED (BEVINDAZOL) VINCENTI;2.41;0.00%;1/7/2025;1000
7597072001293;ALBENDAZOL 400MG/10ML X 10ML SUSP PED (BOOZ);0.39;0.00%;1/5/2025;1000
7703038010067;AMBROXOL 15MG/5ML X 120 ML JAB PED (LAPROFF);2.87;0.00%;1/12/2025;1000
7598008002148;AMBROXOL 15MG/5ML X 120ML JAB PED (LAND);1.72;0.00%;1/4/2026;1000
7594001100614;AMBROXOL 15MG/5ML X 120ML JAB PED (MISULVAN) PLUS ANDEX;2.64;0.00%;1/3/2025;1000
7594001100607;AMBROXOL 30MG X 120ML JARABE ADUL (MISULVAN) PLUS ANDEX;2.82;0.00%;1/1/2026;1000
7703038010050;AMBROXOL 30MG/5ML X 120ML JAB ADULTO (LAPROFF);3.11;0.00%;1/7/2024;1000
7594001101567;AMBROXOL/CLENBUTEROL 15MG/0.01MG-5ML X 120ML JAB ADUL (MISULVAN COMPOSITUM) PLUS ANDEX;3.90;0.00%;1/5/2025;1000
7592601100126;AMBROXOL/CLENBUTEROL 15MG/10MCG-5ML X 120ML JAB ADULT (ARBIXIL) MEYER;7.62;0.00%;1/5/2026;1000
7594001101550;AMBROXOL/CLENBUTEROL 7.5MG/0.005MG-5ML X 120ML JAB PED (MISULVAN COMPOSITUM) PLUS ANDEX;4.43;0.00%;1/11/2025;1000
7592601100638;AMBROXOL/CLENBUTEROL 7.5MG/5MCG-5ML X 120ML JAB PED (ARBIXIL) MEYER;6.93;0.00%;1/10/2026;1000
7594001101727;AMBROXOL/LORATADINA 30MG/5MG X 120ML (MISULVAN FORTE) PLUS ANDEX;3.89;0.00%;1/8/2026;1000
7592803002402;AMBROXOL/LORATADINA 30MG/5MG X JARABE 60ML (MUCLAR) DOLLDER;5.31;0.00%;1/9/2025;1000
7594000851593;AMBROXOL/LORATADINA 30MG/5MG-5ML X 120ML SOL (BIOQUIMICA);4.03;0.00%;1/4/2026;1000
7594000851586;AMBROXOL/LORATADINA 30MG/5MG-5ML X 60ML SOL (BIOQUIMICA);3.03;0.00%;1/5/2026;1000
7592601301585;AMBROXOL/LORATADINA 5MG/30MG X 60ML SOL (BROLAT) MEYER;5.39;0.00%;1/10/2025;1000
6942189304323;AMOXICILINA 125MG/5ML X 100ML SUSP PED (KMPLUS);1.54;0.00%;1/7/2025;1000
738082170112;AMOXICILINA 250MG/5ML X 100ML SUSP PED (NY PHARMA);2.08;0.00%;1/3/2026;1000
7598252101024;AMOXICILINA 250MG/5ML X 60ML SUSP PED (DISTRILAB);3.59;0.00%;1/6/2026;1000
7598008002179;AMOXICILINA X 250MG/5ML X 30ML SUSP PED (LAND);2.34;0.00%;1/5/2026;1000
7598176000724;AMOXICILINA/AC CLAVULANICO 250/62.5MG/5ML X 60ML SUSP PED (ANGELUS);3.08;0.00%;1/3/2026;1000
7750215007204;AMOXICILINA/AC CLAVULANICO 250MG-62.5MG/5ML X 60ML SUSP (PORTUGAL);7.74;0.00%;1/4/2025;1000
7598429002000;AMOXICILINA/AC CLAVULANICO 250MG/62.5MG/5ML X 30ML SUSP PED (CAMBRIDGE);5.48;0.00%;1/4/2025;1000
7598008002155;AMOXICILINA/AC CLAVULANICO 250MG/62.5MG/5ML X 30ML SUSP PED (LAND);3.57;0.00%;1/12/2025;1000
675696260597;AMOXICILINA/AC CLAVULANICO 400MG/57MG X 60ML SUSP (BUKA);4.40;0.00%;1/4/2026;1000
8906045946223;AMOXICILINA/AC CLAVULANICO 400MG/57MG-5ML X 70ML SUSP PED (CLAVULAM) VINCENTI;9.60;0.00%;1/1/2025;1000
791466994964;AMOXICILINA/AC CLAVULANICO 600MG/42.9MG-5ML X 60ML (AMOXIPRAD-CLS) DPT;7.15;0.00%;1/8/2025;1000
7598852001489;AMOXICILINA/AC CLAVULANICO 600MG/42.9MG-5ML X 60ML (AUGMEXICLAV) FUNGEN LONDON;8.19;0.00%;1/3/2025;1000
7598578000667;AMOXICILINA/AC CLAVULANICO 600MG/42.9MG-5ML X 60ML SUSP PED (DAC55);5.17;0.00%;1/8/2025;1000
736372692085;AMOXICILINA/AC CLAVULANICO 600MG/42.9MG-5ML X 60ML SUSP PED (H&M);5.12;0.00%;1/1/2025;1000
7598008002162;AMOXICILINA/AC CLAVULANICO 600MG/42.9MG/5ML X 30ML SUSP PED (LAND);5.09;0.00%;1/12/2025;1000
8904208902956;AMOXICILINA/AC CLAVULANICO 600MG/42.9MG/5ML X 60ML (KMPLUS);7.41;0.00%;1/8/2024;1000
7591585113139;AMOXICILINA/AC CLAVULANICO 600MG/42.9MG/5ML X 60ML SUSP PED (FULGRAM) LETI;16.50;0.00%;1/8/2025;1000
6942189304347;AMPICILINA 125MG/5ML X 100ML SUSP PED (KMPLUS);2.13;0.00%;1/5/2025;1000
7703712030077;AMPICILINA 250MG/5ML X 60ML SUSP PED (COASPHARMA);4.30;0.00%;1/1/2025;1000
7703712030091;ANTIACIDO MENTA X 150ML SUSP (COASPHARMA);2.06;0.00%;1/6/2025;1000
7703712035485;ANTIACIDO MENTA X 360ML SUSP (COASPHARMA);3.37;0.00%;1/1/2026;1000
7591616002043;ANTIACIDO X 240ML SUSP (NEUTROX) BIOFARCO;6.19;0.00%;1/2/2026;1000
7898158691279;ANTIGRIPAL 40MG/0.6MG/0.6MG/ML X 100MLSUSP ADULTO Y PED (GRIPEOL);3.30;0.00%;1/11/2024;1000
7703712030152;AZITROMICINA 200MG/5ML X 15ML SUSP (COASPHARMA);2.37;0.00%;1/2/2025;1000
6942189530203;AZITROMICINA 200MG/5ML X 15ML SUSP (KMPLUS);2.04;0.00%;1/5/2025;1000
8908020242269;AZITROMICINA 200MG/5ML X 15ML SUSP PED (FARMAMED);1.79;0.00%;1/5/2026;1000
738082170082;AZITROMICINA 200MG/5ML X 15ML SUSP PED (NY PHARMA);1.93;0.00%;1/10/2025;1000
7598484000058;AZITROMICINA 200MG/5ML X 15ML SUSP PED (QUIMFAR);2.71;0.00%;1/6/2025;1000
736372692115;AZITROMICINA 200MG/5ML X 30ML SUSP PED (H&M);1.32;0.00%;1/1/2025;1000
7594001101871;BENCIDAMINA 0.15% X 120ML SOL BUCAL (BEDEX) PLUS ANDEX;2.94;0.00%;1/7/2025;1000
7591243803167;BENZIDAMINA 0.15% X 180ML ENJUAGUE BUCAL (AZUTAN) BIOTECH;5.48;0.00%;1/10/2025;1000
7591243826494;BENZIDAMINA/CETILPIRIDINIO 0.15% - 0.25% X 180ML ENJUAGUE BUCAL (ISOSPRAY PLUS) BIOTECH;5.66;0.00%;1/10/2025;1000
7703712032002;BENZOATO DE BENCILO 30% X 120ML LOCION TOPICA (COASPHARMA);3.00;0.00%;1/6/2025;1000
7597134000165;BERRO X 120ML JAB (LA ABEJITA);3.07;0.00%;1/2/2026;1000
7750215021927;BISMUTOL 87.33MG/5ML X 150ML SUSP (BISMUALIV) (PORTUGAL);4.10;0.00%;1/12/2026;1000
7598429002529;BROMEXINA 4MG/5ML X 100ML JAB PED (CAMBRIDGE);1.50;0.00%;1/8/2025;1000
7598008000021;BROMEXINA 4MG/5ML X 120ML JAB PED (LAND);1.76;0.00%;1/7/2025;1000
7598484000034;BROMEXINA 4MG/5ML X 120ML JAB PED (QUIMFAR);2.16;0.00%;1/1/2026;1000
7594000850985;BROMEXINA 4MG/5ML X 120ML SOL PED (BIOQUIMICA);2.74;0.00%;1/5/2025;1000
7598252001096;BROMEXINA 4MG/5ML X 120ML SOL PED (DISTRILAB);2.60;0.00%;1/5/2026;1000
7598981000612;BROMEXINA 4MG/5ML X 60ML SUSP PED (JMW);1.27;0.00%;1/12/2025;1000
7594000851562;BROMEXINA 8MG/5ML X 120ML JAB ADUL (BIOQUIMICA);2.89;0.00%;1/12/2025;1000
7598484000041;BROMEXINA 8MG/5ML X 120ML JAB ADULT (QUIMFAR);2.25;0.00%;1/2/2026;1000
7598252001102;BROMEXINA 8MG/5ML X 120ML SOL ORAL (DISTRILAB);2.83;0.00%;1/5/2026;1000
7594001100065;BROMEXINA JARABE 4MG/ 5ML X 120ML (BEXILON) PLUS ANDEX;2.54;0.00%;1/3/2025;1000
7591616002159;CALCIO/VIT D3/ZINC 175MG/200UI/7.5MG X 240ML SUSP PED (CALZINC D) BIOFARCO;4.95;0.00%;1/11/2025;1000
7598252000464;CARBAMAZEPINA 100MG/5ML X 100ML SUSP (DISZEPIN) DISTRILAB;5.62;0.00%;1/3/2025;1000
7468191032690;CARBAMAZEPINA 100MG/5ML X 120ML SUSP PED (INMENOL);7.01;0.00%;1/12/2025;1000
7598252000471;CARBOXIMETILCISTEINA 100MG/5ML X 120ML SUSP PED (DITOSXIL) DISTRILAB;2.67;0.00%;1/5/2026;1000
7598252001355;CARBOXIMETILCISTEINA 50MG/ML X 30ML SOL PED (DITOSXIL) DISTRILAB;3.44;0.00%;1/7/2026;1000
7598252000488;CEFADROXILO 250MG/5ML X 100ML SUSP PED (DISTRILAB);4.89;0.00%;1/8/2025;1000
7598852001410;CEFADROXILO 250MG/5ML X 60 ML SUSP PED (UNIDROXY) UNIPHARMA;3.30;0.00%;1/8/2025;1000
7750215026212;CEFADROXILO 250MG/5ML X 60ML SUSP (PORTUGAL);4.23;0.00%;1/9/2024;1000
7598578000711;CEFADROXILO 250MG/5ML X 60ML SUSP PED (DAC 55);3.14;0.00%;1/8/2026;1000
6921875012650;CEFADROXILO 250MG/5ML X 60ML SUSP PED (KMPLUS);3.99;0.00%;1/9/2025;1000
7597533000223;CEFADROXILO 250MG/5ML X 60ML SUSP PED (ZAKI);2.31;0.00%;1/12/2025;1000
7598455000575;CEFADROXILO 250MG/5ML X 75ML SUSP PED (BIOGLASS);3.04;0.00%;1/4/2026;1000
6942189530210;CEFALEXINA 125MG/5ML X 60ML SUSP PED (KMPLUS);2.60;0.00%;1/7/2026;1000
8904307701023;CEFALEXINA 250MG/5ML X 30ML SUSP PED (WELLONA PHARMA);2.96;0.00%;1/8/2025;1000
7598852001656;CEFALEXINA 250MG/5ML X 60ML SUSP (UNIPHARMA);4.11;0.00%;1/7/2026;1000
7597533001015;CEFIXIMA 100MG/5ML X 30ML SUSP PED (ZAKI);3.07;0.00%;1/7/2025;1000
7598677000469;CEFIXIMA 100MG/5ML X 60ML SUSP PED ( KAZEPINA) CLEO PHARMA;5.57;0.00%;1/12/2024;1000
7598455000582;CEFIXIMA 100MG/5ML X 60ML SUSP PED (BIOGLASS);3.96;0.00%;1/3/2026;1000
7598252101017;CEFIXIMA 100MG/5ML X 60ML SUSP PED (DISTRILAB);7.75;0.00%;1/3/2026;1000
736372692146;CEFIXIMA 100MG/5ML X 60ML SUSP PED (H&M);4.12;0.00%;1/12/2025;1000
730170649494;CEFIXIMA 100MG/5ML X 60ML SUSP PED (KMPLUS);4.54;0.00%;1/7/2025;1000
738082170075;CEFIXIMA 100MG/5ML X 60ML SUSP PED (NY PHARMA);2.43;0.00%;1/10/2025;1000
7598429002543;CEFIXIMA 125MG/5ML X 30ML SUSP PED (CAMBRIDGE);3.23;0.00%;1/7/2024;1000
7598008002216;CEFIXIMA 200MG/5ML X 30ML SUSP PED (LAND);2.68;0.00%;1/6/2026;1000
7598750000386;CEFTIBUTEN 180MG/5ML X 30ML SUSP (CEFTIMED) PHARMAMED;35.97;0.00%;1/12/2025;1000
7592803001818;CETIRIZINA 1MG/ML X 120ML JAB PED (TALERC) DOLLDER;2.86;0.00%;1/11/2025;1000
7598981000506;CETIRIZINA 5MG/5ML X 60ML JARABE PED (JMW);1.90;0.00%;1/6/2025;1000
7592601100928;CETIRIZINA 5MG/5ML X 60ML SOL PED (CETRAL) MEYER;3.23;0.00%;1/1/2026;1000
7750215003299;CETIRIZINA 5MG/5ML X 60ML SUSP (PORTUGAL);2.41;0.00%;1/10/2025;1000
7592601101147;CETIRIZINA/PSEUDOEFERINA 5MG/60MG-5ML X 60ML SOL (CETRAL D) MEYER;5.06;0.00%;1/11/2025;1000
7598252000495;CIPROFLOXACINA 250MG/5ML X 60ML SUSP PED (DIPROXIN) DISTRILAB;4.10;0.00%;1/8/2025;1000
7591616000704;CITRATO DE POTASIO AL 10% X 1 LITRO SOL (BIOFARCO);7.36;0.00%;1/2/2027;1000
7591616002937;CITRATO DE POTASIO AL 10% X 500ML (BIOFARCO);5.32;0.00%;1/2/2027;1000
7597134000868;CITRATO DE POTASIO AL 10% X 500ML SOL (LA ABEJITA);6.01;0.00%;1/9/2025;1000
7703712032439;CLARITROMICINA 250MG/5ML X 50ML SUSP ( COASPHARMA);8.25;0.00%;1/6/2025;1000
8904278589064;CLARITROMICINA 250MG/5ML X 60 ML SUSP (WEST COAST);6.86;0.00%;1/4/2026;1000
7594000851357;CLENBUTEROL 0.005MG/5ML X 120ML SOL PED (BIOQUIMICA);2.78;0.00%;1/6/2025;1000
7594000851371;CLENBUTEROL 0.01MG/5ML X 120ML SOL ADULT (BIOQUIMICA);2.89;0.00%;1/7/2025;1000
7591616002951;CLORURO DE MAGNESIO 3.33% X 500ML SOL (BIOFARCO);4.68;0.00%;1/1/2026;1000
7591616002944;CLORURO DE MAGNESIO AL 3.33% X 1 LITRO SOL (BIOFARCO);6.26;0.00%;1/9/2026;1000
7592236002086;COMPLEJO B X 120ML JAB (ROBIMEN) QUIMFAR;2.21;0.00%;1/2/2026;1000
7594001101680;DESLORATADINA 0.5MG/ML X 60ML JAB PED (DEXTAMIN) PLUS ANDEX;2.29;0.00%;1/9/2025;1000
7594001101697;DESLORATADINA 0.5MG/ML X 120ML SOL PED (DEXTAMIN) PLUS ANDEX;3.04;0.00%;1/3/2026;1000
7594000851500;DESLORATADINA 0.5MG/ML X 60ML JAB PED (BIOQUIMICA);2.27;0.00%;1/5/2026;1000
7703038067054;DESLORATADINA 0.5MG/ML X 60ML JAB PED (LAPROFF);2.57;0.00%;1/5/2025;1000
7703712035768;DESLORATADINA 2.5 MG X 60 ML SUSP ( COASPHARMA);2.48;0.00%;1/12/2024;1000
7592601000099;DESLORATADINA 2.5MG/5ML X 60ML SOL PED (MEYER);3.26;0.00%;1/10/2025;1000
7598008002247;DEXTROMETORFANO 15MG/5 ML X 120 ML JAB (LAND);1.90;0.00%;30/4/2026;1000
7594000851463;DEXTROMETORFANO 15MG/5ML X 120ML JAB (BIOQUIMICA);3.30;0.00%;1/7/2026;1000
7598484000294;DEXTROMETORFANO 15MG/5ML X 120ML JAB (LIBOLAR) QUIMFAR;2.45;0.00%;1/2/2026;1000
7594001100331;DEXTROMETORFANO 15MG/5ML X 120ML JARABE (DEXTONIL) PLUS ANDEX;3.85;0.00%;1/2/2026;1000
7598252001041;DEXTROMETORFANO 15MG/5ML X 120ML SOL ORAL (DIXTORFAN) DISTRILAB;2.90;0.00%;1/5/2026;1000
7592601100546;DEXTROMETORFANO 30MG/15ML X 120ML JAB (TILODRIN) MEYER;4.13;0.00%;1/2/2026;1000
7598252000501;DICLOFENAC POTASICO 1.8MG/ML X 120ML SUSP (DISFENAC) DISTRILAB;3.53;0.00%;1/3/2025;1000
7592803003997;DICLOFENAC POTASICO 1.8MG/ML X SUSP PED 120ML (CLOFEN) DOLLDER;6.37;0.00%;1/11/2025;1000
7592803001801;DICLOFENAC POTASICO 1.8MG/ML X SUSP PED 60ML (CLOFEN) DOLLDER;5.02;0.00%;1/10/2025;1000
7592601100331;DOCE PLEX ELIXIR X 120ML (MEYER);7.37;0.00%;1/7/2025;1000
7591243851083;DOMPERIDONA 1MG/ML X 100ML SUSP (TONUM) BIOTECH;5.84;0.00%;1/8/2025;1000
7598008002278;DOMPERIDONA 1MG/ML X 60 ML SUSP PED (LAND);1.72;0.00%;1/4/2026;1000
7597533000216;DOMPERIDONA 1MG/ML X 60ML SUSP PED (ZAKI);1.76;0.00%;1/11/2025;1000
7592803002426;DOMPERIDONA 1MG/ML X SUSP 120ML (DOMPESIN) DOLLDER;5.93;0.00%;1/9/2025;1000
7591616001930;EMULSION ACEITE HIGADO DE BACALAO SABOR NARANJA X 180ML (BIOFARCO);4.81;0.00%;1/1/2026;1000
8906112610415;ENTEROGERMINA 2 BILLONES/ 5ML X 5 VIALES (PRAGERMINA) ADN;5.65;0.00%;1/1/2025;1000
7598852001113;ENTEROGERMINA 5ML X 10 MINI FRASCO (ENTERUNI) UNIPHARMA;11.00;0.00%;1/11/2024;1000
8906075150874;ENTEROGERMINA ORAL 2.000 MILL UFC/5MNL X 10 VIALES (BACICLASI) DOLLYFARMA;8.86;0.00%;1/11/2024;1000
7598750000232;FEXOFENADINA 30MG/5ML X 120ML SUSP PED 2X1 (FEXOMED) PHARMAMED;6.19;0.00%;1/11/2024;1000
7592782000963;FURAZOLIDONA 50MG/15ML X 90ML SUSP (FUROSIL) VINCENTI;3.44;0.00%;1/10/2024;1000
7594000851548;GUAIFENESINA 100MG/5ML X 120ML SOL (BIOQUIMICA);3.66;0.00%;1/3/2025;1000
7597134002213;HEDERIN X 120ML SOL (LA ABEJITA);3.99;0.00%;1/11/2025;1000
7596855000010;HIDRALIT ELECTROLITO X 500ML COCO (PROBIOTICCA);3.11;0.00%;1/2/2026;1000
7596855000034;HIDRALIT ELECTROLITO X 500ML FRESA (PROBIOTICCA);3.11;0.00%;1/2/2026;1000
7596855000041;HIDRALIT ELECTROLITO X 500ML UVA (PROBIOTICCA);3.11;0.00%;1/2/2026;1000
7706659501709;HIDROXIDO DE MAGNESIO X 120ML SUSP (COASPHARMA);3.03;0.00%;1/9/2025;1000
7592601301851;HIERRO/VIT B12 150MG/0.015MG-15ML X 120ML JAB (HEPAFOL FORTE) MEYER;10.23;0.00%;1/8/2025;1000
7592601301592;HIERRO/VIT B12 66MG/0.150MG-15ML X 120ML (HEPAFOL) MEYER;9.10;0.00%;1/9/2025;1000
7592601200147;HIERRO/VIT C/B12 66MG/150MG/15MCG-15ML X 120ML JAB (FERROCE B12) MEYER;6.14;0.00%;1/6/2025;1000
7703712030527;IBUPROFENO 100MG/5ML X 120ML (COASPHARMA);2.40;0.00%;1/8/2026;1000
7598008002308;IBUPROFENO 100MG/5ML X 120ML SUSP PED (LAND);1.79;0.00%;30/4/2026;1000
7594000850466;IBUPROFENO 100MG/5ML X 120ML SUSP PED (BIOQUIMICA);3.81;0.00%;1/11/2026;1000
7598176001073;IBUPROFENO 100MG/5ML X 120ML SUSP PED (TINAMIN) ANGELUS;2.28;0.00%;1/6/2026;1000
5060560912903;IBUPROFENO 100MG/5ML X 150ML SUSP PED (FENRONA) FUNGEN LONDON;2.61;0.00%;1/2/2025;1000
7592601201205;IBUPROFENO 200MG/5ML X 60ML SUSP PED (IBUTAN) MEYER;2.63;0.00%;1/2/2026;1000
7592946056003;JENGIBRE MIEL X 120 JAB (ARCO IRIS);5.23;0.00%;1/11/2024;1000
7594001101895;L CARNITINA 1G/10ML X 120ML SOL (ACTICAR) PLUSANDEX;5.14;0.00%;1/11/2025;1000
7592601301530;L-CARNITINA 1GR/10ML X 120ML SOL (LECART) MEYER;9.38;0.00%;1/3/2025;1000
7594000851678;L-CARNITINA 1GR/10ML X 120ML SOL ORAL (BIOQUIMICA);5.25;0.00%;1/8/2026;1000
7592601301523;L-CARNITINA 1GR/10ML X 60ML SOL (LECART) MEYER;4.72;0.00%;1/9/2025;1000
7596855001031;LACTOBACILLUS X 12ML SUSP PED (LACTOVAC) PROBIOTICCA;4.88;0.00%;1/11/2024;1000
7591616000766;LAMEDOR COMPUESTO X 120ML JAB (BIOFARCO);3.78;0.00%;1/2/2026;1000
7591616002005;LECHE DE MAGNESIA X 120ML SABOR MENTA SUSP (BIOFARCO);4.58;0.00%;1/10/2025;1000
7591616000902;LECHE DE MAGNESIA X 120ML SUSP ORIGINAL (BIOFARCO);4.54;0.00%;1/1/2026;1000
7598252000396;LEVETIRACETAM 100MG/ML X 150ML SUSP (DISCETAM) DISTRILAB;11.67;0.00%;1/4/2025;1000
7598677000483;LEVETIRACETAM 100MG/ML X 300ML SOL PED (CLOUSAN) CLEO PHARMA;11.97;0.00%;1/11/2025;1000
7598252001218;LEVODROPROPIZINA 6MG/ML X 180ML SOL ORAL (DISPROZIN) DISTRILAB;7.80;0.00%;1/5/2026;1000
7594001101444;LORADEX 1 MG/ML X 60ML SUSP (PLUS ANDEX);2.17;0.00%;1/11/2026;1000
7898060137544;LORATADINA 1MG/ML X 100ML JAB PED (GLOBO);1.97;0.00%;1/6/2024;1000
7703712033252;LORATADINA 1MG/ML X 120ML JAB PED (COASPHARMA);2.67;0.00%;1/11/2025;1000
7594001101635;LORATADINA 1MG/ML X 30ML JAB PED (LORADEX) PLUS ANDEX;1.59;0.00%;1/11/2026;1000
7594000851616;LORATADINA 1MG/ML X 60ML JAB PED (BIOQUIMICA);2.01;0.00%;1/7/2025;1000
7592803000750;LORATADINA 1MG/ML X 60ML JARABE (LOREX) DOLLDER;2.42;0.00%;1/10/2026;1000
7703038061045;LORATADINA 5MG/5ML X 100ML JAB PED (LAPROFF);1.90;0.00%;1/2/2026;1000
7750215002834;LORATADINA 5MG/5ML X 60ML JARABE (PORTUGAL);2.39;0.00%;1/10/2025;1000
675696260054;LORATADINA 5MG/5ML X 60ML SOL PED (BUKA);1.71;0.00%;1/5/2026;1000
7591243831641;LORATADINA/PSEUDOEFEDRINA 5MG-60MG/5ML X 60ML JAB (LOKARIN) BIOTECH;5.09;0.00%;1/5/2025;1000
7592601100201;MEBENDAZOL 100MG/5ML X 30ML SUSP PED (BENDAMEN) MEYER;5.01;0.00%;1/11/2025;1000
7703712030701;MEBENDAZOL 100MG/5ML X 30ML SUSP PED (COASPHARMA);1.82;0.00%;1/10/2025;1000
7703712033061;METOCLOPRAMIDA 4MG/ML X 30ML SOLUCION ORAL (COASPHARMA);1.43;0.00%;1/11/2024;1000
7598252000518;METOCLOPRAMIDA 5MG/5ML X 100ML JAB PED (DICLOPRAM) DISTRILAB;2.12;0.00%;1/4/2026;1000
7594001100577;METOCLOPRAMIDA 5MG/5ML X 120ML JAR (CLODOXIN) PLUS ANDEX;3.30;0.00%;1/3/2027;1000
7598484000829;METOCLOPRAMIDA 5MG/ML X 120ML JAB PED (CLOP) QUIMFAR;2.24;0.00%;1/9/2026;1000
7598008000038;METOCLOPRAMIDA 5MG/ML X 120ML JAB PED (LAND);1.86;0.00%;1/7/2026;1000
6942189304316;METRONIDAZOL 125MG/5ML X 100ML SUSP (KMPLUS);2.41;0.00%;1/8/2025;1000
7598008002339;METRONIDAZOL 125MG/5ML X 120ML SUSP PED (LAND);1.86;0.00%;1/4/2026;1000
7592601200291;METRONIDAZOL 125MG/5ML X 120ML SUSP PED (METREN) MEYER;5.25;0.00%;1/10/2025;1000
8904151838500;METRONIDAZOL 250MG/5ML X 100ML SUSP PED (FAHD);3.81;0.00%;1/3/2025;1000
7598252101291;METRONIDAZOL 250MG/5ML X 100ML SUSP PEDIATRICO (DISTRILAB);2.76;0.00%;1/3/2026;1000
7750215796597;METRONIDAZOL 250MG/5ML X 120ML SUSP (PORTUGAL);3.56;0.00%;1/12/2025;1000
7592601200307;METRONIDAZOL 250MG/5ML X 120ML SUSP ADULT (METREN) MEYER;8.47;0.00%;1/2/2026;1000
7597533000094;METRONIDAZOL 250MG/5ML X 60ML SUSP (ZAKI);1.07;0.00%;1/10/2025;1000
7598008002384;MULTIVITAMINICO X 120ML JAR PED SABOR FRUTAS MIXTAS (VITALAND) LAND;3.44;0.00%;1/5/2025;1000
7898100244485;MULTIVITAMINICO X 240ML (PETIVIT B-C) BRASTERAPICA;4.68;0.00%;1/11/2025;1000
7592946064251;NERSAN X 240ML JAB (ARCO IRIS);4.18;0.00%;1/9/2024;1000
7703712031388;NISTATINA 1000 UI X 60ML SUSP COASPHARMA;3.50;0.00%;1/10/2025;1000
7598852001694;NISTATINA 100000UI X 30ML SUSP PED (UNIPHARMA);3.44;0.00%;1/9/2026;1000
7598176000878;NITAZOXANIDA 100MG/5ML X 30ML SUSP PED (ANGELUS);4.68;0.00%;1/12/2024;1000
7598455000629;NITAZOXANIDA 100MG/5ML X 30ML SUSP PED (BIOGLASS);4.51;0.00%;1/4/2026;1000
7598578000698;NITAZOXANIDA 100MG/5ML X 30ML SUSP PED (DAC 55);2.86;0.00%;1/7/2026;1000
7598252000174;NITAZOXANIDA 100MG/5ML X 60ML SUSP PED (DIZONIDE) DISTRILAB;9.07;0.00%;1/4/2026;1000
7703712032903;PAMOATO DE PIRANTEL 250MG/5ML X 15ML SUSP (COASPHARMA);3.49;0.00%;1/10/2025;1000
7704412170896;PAMOATO DE PIRANTEL 5% SUSP X 15ML (MEMPHIS);2.75;0.00%;1/10/2025;1000
8904095439412;PAMOATO PIRANTEL 250MG/5ML X 30ML SUSP PED (CRUZ VERDE);2.57;10.00%;1/12/2025;1000
7598484000515;PIPERAZINA 10% X 120ML JAB (PIPERZAN) QUIMFAR;2.41;0.00%;1/1/2027;1000
7594000850084;PIPERAZINA 500MG/5ML X 120ML JAB (BIOQUIMICA);2.75;0.00%;1/12/2025;1000
7592601200413;PLEXAMIN X 120ML JAB (MEYER);6.06;0.00%;1/5/2025;1000
7598455000650;PREDNISOLONA 3MG/5ML X 60ML SOL ORAL (BIOGLASS);3.37;0.00%;1/4/2026;1000
CA3717;PREDNISOLONA 3MG/5ML X 60ML SUSP PED (2N);4.12;0.00%;1/9/2025;1000
7598176000854;PREDNISOLONA 3MG/ML X 60 ML PED (PENAPRIL) ANGELUS;4.06;0.00%;1/11/2025;1000
7598252000549;PREDNISONA 3MG/ML X 60ML SUSP PED (DIACORT) DISTRILAB;8.35;0.00%;1/4/2026;1000
7750215007433;PREDNISONA 5MG/ML X 60ML SUSP (PORTUGAL);5.94;0.00%;1/8/2025;1000
7591616000803;RABANO YODADO X 120ML JAB (BIOFARCO);3.23;0.00%;1/2/2026;1000
7598252001157;RANITIDINA 150MG/10 ML X 120ML SUSP PED (DIANITIN) DISTRILAB;6.49;0.00%;1/5/2026;1000
